Agency,Country,Percent Change YOY Country,City (copy),City,Date,Percent Change YOY
GO Transit,Canada,-79,Toronto,Toronto,3/30/2020,-77
GO Transit,Canada,-81,Toronto,Toronto,3/31/2020,-80
GO Transit,Canada,-81,Toronto,Toronto,4/1/2020,-80
GO Transit,Canada,-81,Toronto,Toronto,4/2/2020,-80
GO Transit,Canada,-82,Toronto,Toronto,4/3/2020,-81
GO Transit,Canada,-79,Toronto,Toronto,4/4/2020,-83
GO Transit,Canada,-78,Toronto,Toronto,4/5/2020,-79
GO Transit,Canada,-80,Toronto,Toronto,4/6/2020,-79
GO Transit,Canada,-82,Toronto,Toronto,4/7/2020,-81
GO Transit,Canada,-82,Toronto,Toronto,4/8/2020,-82
GO Transit,Canada,-82,Toronto,Toronto,4/9/2020,-82
GO Transit,Canada,-83,Toronto,Toronto,4/10/2020,-85
GO Transit,Canada,-80,Toronto,Toronto,4/11/2020,-80
GO Transit,Canada,-80,Toronto,Toronto,4/12/2020,-80
GO Transit,Canada,-80,Toronto,Toronto,4/13/2020,-79
GO Transit,Canada,-82,Toronto,Toronto,4/14/2020,-80
GO Transit,Canada,-83,Toronto,Toronto,4/15/2020,-82
GO Transit,Canada,-83,Toronto,Toronto,4/16/2020,-83
GO Transit,Canada,-80,Toronto,Toronto,4/17/2020,-78
GO Transit,Canada,-79,Toronto,Toronto,4/18/2020,-79
GO Transit,Canada,-78,Toronto,Toronto,4/19/2020,-75
GO Transit,Canada,-78,Toronto,Toronto,4/20/2020,-77
GO Transit,Canada,-82,Toronto,Toronto,4/21/2020,-81
GO Transit,Canada,-82,Toronto,Toronto,4/22/2020,-81
GO Transit,Canada,-82,Toronto,Toronto,4/23/2020,-82
GO Transit,Canada,-80,Toronto,Toronto,4/24/2020,-78
GO Transit,Canada,-78,Toronto,Toronto,4/25/2020,-78
GO Transit,Canada,-77,Toronto,Toronto,4/26/2020,-75
GO Transit,Canada,-79,Toronto,Toronto,4/27/2020,-78
GO Transit,Canada,-82,Toronto,Toronto,4/28/2020,-81
GO Transit,Canada,-81,Toronto,Toronto,4/29/2020,-75
GO Transit,Canada,-82,Toronto,Toronto,4/30/2020,-79
GO Transit,Canada,-81,Toronto,Toronto,5/1/2020,-80
GO Transit,Canada,-78,Toronto,Toronto,5/2/2020,-78
GO Transit,Canada,-76,Toronto,Toronto,5/3/2020,-74
GO Transit,Canada,-79,Toronto,Toronto,5/4/2020,-79
GO Transit,Canada,-80,Toronto,Toronto,5/5/2020,-81
GO Transit,Canada,-80,Toronto,Toronto,5/6/2020,-80
GO Transit,Canada,-81,Toronto,Toronto,5/7/2020,-80
GO Transit,Canada,-80,Toronto,Toronto,5/8/2020,-81
GO Transit,Canada,-77,Toronto,Toronto,5/9/2020,-79
GO Transit,Canada,-76,Toronto,Toronto,5/10/2020,-76
GO Transit,Canada,-75,Toronto,Toronto,5/11/2020,-76
GO Transit,Canada,-79,Toronto,Toronto,5/12/2020,-80
GO Transit,Canada,-80,Toronto,Toronto,5/13/2020,-80
GO Transit,Canada,-80,Toronto,Toronto,5/14/2020,-80
GO Transit,Canada,-80,Toronto,Toronto,5/15/2020,-80
GO Transit,Canada,-74,Toronto,Toronto,5/16/2020,-74
GO Transit,Canada,-74,Toronto,Toronto,5/17/2020,-74
GO Transit,Canada,-77,Toronto,Toronto,5/18/2020,-81
GO Transit,Canada,-77,Toronto,Toronto,5/19/2020,-77
GO Transit,Canada,-76,Toronto,Toronto,5/20/2020,-77
GO Transit,Canada,-77,Toronto,Toronto,5/21/2020,-76
GO Transit,Canada,-76,Toronto,Toronto,5/22/2020,-76
GO Transit,Canada,-70,Toronto,Toronto,5/23/2020,-70
GO Transit,Canada,-69,Toronto,Toronto,5/24/2020,-69
GO Transit,Canada,-69,Toronto,Toronto,5/25/2020,-67
GO Transit,Canada,-73,Toronto,Toronto,5/26/2020,-72
GO Transit,Canada,-72,Toronto,Toronto,5/27/2020,-73
GO Transit,Canada,-74,Toronto,Toronto,5/28/2020,-76
GO Transit,Canada,-74,Toronto,Toronto,5/29/2020,-76
GO Transit,Canada,-69,Toronto,Toronto,5/30/2020,-70
GO Transit,Canada,-67,Toronto,Toronto,5/31/2020,-68
GO Transit,Canada,-70,Toronto,Toronto,6/1/2020,-70
GO Transit,Canada,-72,Toronto,Toronto,6/2/2020,-73
GO Transit,Canada,-73,Toronto,Toronto,6/3/2020,-72
GO Transit,Canada,-71,Toronto,Toronto,6/4/2020,-71
GO Transit,Canada,-71,Toronto,Toronto,6/5/2020,-73
GO Transit,Canada,-67,Toronto,Toronto,6/6/2020,-68
GO Transit,Canada,-63,Toronto,Toronto,6/7/2020,-65
GO Transit,Canada,-69,Toronto,Toronto,6/8/2020,-69
GO Transit,Canada,-70,Toronto,Toronto,6/9/2020,-69
GO Transit,Canada,-71,Toronto,Toronto,6/10/2020,-72
GO Transit,Canada,-71,Toronto,Toronto,6/11/2020,-71
GO Transit,Canada,-70,Toronto,Toronto,6/12/2020,-71
GO Transit,Canada,-65,Toronto,Toronto,6/13/2020,-67
GO Transit,Canada,-63,Toronto,Toronto,6/14/2020,-65
GO Transit,Canada,-66,Toronto,Toronto,6/15/2020,-67
GO Transit,Canada,-67,Toronto,Toronto,6/16/2020,-68
GO Transit,Canada,-67,Toronto,Toronto,6/17/2020,-68
GO Transit,Canada,-66,Toronto,Toronto,6/18/2020,-67
GO Transit,Canada,-64,Toronto,Toronto,6/19/2020,-67
GO Transit,Canada,-58,Toronto,Toronto,6/20/2020,-59
GO Transit,Canada,-59,Toronto,Toronto,6/21/2020,-61
GO Transit,Canada,-58,Toronto,Toronto,6/22/2020,-62
GO Transit,Canada,-65,Toronto,Toronto,6/23/2020,-68
GO Transit,Canada,-67,Toronto,Toronto,6/24/2020,-66
GO Transit,Canada,-63,Toronto,Toronto,6/25/2020,-66
GO Transit,Canada,-61,Toronto,Toronto,6/26/2020,-64
GO Transit,Canada,-57,Toronto,Toronto,6/27/2020,-57
GO Transit,Canada,-56,Toronto,Toronto,6/28/2020,-55
GO Transit,Canada,-55,Toronto,Toronto,6/29/2020,-55
GO Transit,Canada,-60,Toronto,Toronto,6/30/2020,-60
GO Transit,Canada,-67,Toronto,Toronto,7/1/2020,-69
GO Transit,Canada,-62,Toronto,Toronto,7/2/2020,-65
GO Transit,Canada,-60,Toronto,Toronto,7/3/2020,-64
GO Transit,Canada,-55,Toronto,Toronto,7/4/2020,-59
GO Transit,Canada,-55,Toronto,Toronto,7/5/2020,-59
GO Transit,Canada,-55,Toronto,Toronto,7/6/2020,-59
GO Transit,Canada,-60,Toronto,Toronto,7/7/2020,-65
GO Transit,Canada,-61,Toronto,Toronto,7/8/2020,-66
GO Transit,Canada,-60,Toronto,Toronto,7/9/2020,-66
GO Transit,Canada,-59,Toronto,Toronto,7/10/2020,-65
GO Transit,Canada,-58,Toronto,Toronto,7/11/2020,-64
GO Transit,Canada,-53,Toronto,Toronto,7/12/2020,-60
GO Transit,Canada,-59,Toronto,Toronto,7/13/2020,-64
GO Transit,Canada,-60,Toronto,Toronto,7/14/2020,-66
GO Transit,Canada,-59,Toronto,Toronto,7/15/2020,-65
GO Transit,Canada,-62,Toronto,Toronto,7/16/2020,-69
GO Transit,Canada,-59,Toronto,Toronto,7/17/2020,-64
GO Transit,Canada,-52,Toronto,Toronto,7/18/2020,-57
GO Transit,Canada,-55,Toronto,Toronto,7/19/2020,-63
GO Transit,Canada,-57,Toronto,Toronto,7/20/2020,-63
GO Transit,Canada,-59,Toronto,Toronto,7/21/2020,-64
GO Transit,Canada,-60,Toronto,Toronto,7/22/2020,-67
GO Transit,Canada,-61,Toronto,Toronto,7/23/2020,-67
GO Transit,Canada,-58,Toronto,Toronto,7/24/2020,-64
GO Transit,Canada,-53,Toronto,Toronto,7/25/2020,-58
GO Transit,Canada,-54,Toronto,Toronto,7/26/2020,-58
GO Transit,Canada,-56,Toronto,Toronto,7/27/2020,-59
GO Transit,Canada,-58,Toronto,Toronto,7/28/2020,-62
GO Transit,Canada,-59,Toronto,Toronto,7/29/2020,-64
GO Transit,Canada,-58,Toronto,Toronto,7/30/2020,-64
GO Transit,Canada,-57,Toronto,Toronto,7/31/2020,-61
GO Transit,Canada,-52,Toronto,Toronto,8/1/2020,-56
GO Transit,Canada,-56,Toronto,Toronto,8/2/2020,-58
GO Transit,Canada,-60,Toronto,Toronto,8/3/2020,-63
GO Transit,Canada,-60,Toronto,Toronto,8/4/2020,-62
GO Transit,Canada,-60,Toronto,Toronto,8/5/2020,-62
GO Transit,Canada,-60,Toronto,Toronto,8/6/2020,-62
West Coast Express,Canada,-64,Vancouver,Vancouver,6/19/2020,-69
TransLink,Canada,-64,Vancouver,Vancouver,6/19/2020,-59
West Coast Express,Canada,-67,Vancouver,Vancouver,6/16/2020,-77
TransLink,Canada,-67,Vancouver,Vancouver,6/16/2020,-63
West Coast Express,Canada,-79,Vancouver,Vancouver,4/4/2020,-79
TransLink,Canada,-79,Vancouver,Vancouver,4/4/2020,-75
West Coast Express,Canada,-60,Vancouver,Vancouver,7/14/2020,-64
TransLink,Canada,-60,Vancouver,Vancouver,7/14/2020,-55
West Coast Express,Canada,-60,Vancouver,Vancouver,7/7/2020,-63
TransLink,Canada,-60,Vancouver,Vancouver,7/7/2020,-59
West Coast Express,Canada,-60,Vancouver,Vancouver,8/5/2020,-62
TransLink,Canada,-60,Vancouver,Vancouver,8/5/2020,-53
West Coast Express,Canada,-65,Vancouver,Vancouver,6/13/2020,-73
TransLink,Canada,-65,Vancouver,Vancouver,6/13/2020,-61
West Coast Express,Canada,-73,Vancouver,Vancouver,5/26/2020,-75
TransLink,Canada,-73,Vancouver,Vancouver,5/26/2020,-64
West Coast Express,Canada,-80,Vancouver,Vancouver,5/6/2020,-78
TransLink,Canada,-80,Vancouver,Vancouver,5/6/2020,-70
West Coast Express,Canada,-61,Vancouver,Vancouver,7/8/2020,-67
TransLink,Canada,-61,Vancouver,Vancouver,7/8/2020,-56
West Coast Express,Canada,-83,Vancouver,Vancouver,4/16/2020,-83
TransLink,Canada,-83,Vancouver,Vancouver,4/16/2020,-72
West Coast Express,Canada,-72,Vancouver,Vancouver,6/2/2020,-76
TransLink,Canada,-72,Vancouver,Vancouver,6/2/2020,-68
West Coast Express,Canada,-66,Vancouver,Vancouver,6/15/2020,-77
TransLink,Canada,-66,Vancouver,Vancouver,6/15/2020,-64
West Coast Express,Canada,-67,Vancouver,Vancouver,7/1/2020,-85
TransLink,Canada,-67,Vancouver,Vancouver,7/1/2020,-63
West Coast Express,Canada,5,Vancouver,Vancouver,3/2/2020,-1
TransLink,Canada,5,Vancouver,Vancouver,3/2/2020,-3
West Coast Express,Canada,-66,Vancouver,Vancouver,3/18/2020,-55
TransLink,Canada,-66,Vancouver,Vancouver,3/18/2020,-54
West Coast Express,Canada,-78,Vancouver,Vancouver,4/20/2020,-81
TransLink,Canada,-78,Vancouver,Vancouver,4/20/2020,-67
West Coast Express,Canada,12,Vancouver,Vancouver,2/26/2020,5
TransLink,Canada,12,Vancouver,Vancouver,2/26/2020,3
West Coast Express,Canada,-76,Vancouver,Vancouver,3/24/2020,-80
TransLink,Canada,-76,Vancouver,Vancouver,3/24/2020,-70
West Coast Express,Canada,-81,Vancouver,Vancouver,5/1/2020,-83
TransLink,Canada,-81,Vancouver,Vancouver,5/1/2020,-71
West Coast Express,Canada,-77,Vancouver,Vancouver,5/9/2020,-80
TransLink,Canada,-77,Vancouver,Vancouver,5/9/2020,-67
West Coast Express,Canada,-21,Vancouver,Vancouver,2/19/2020,-27
TransLink,Canada,-21,Vancouver,Vancouver,2/19/2020,1
West Coast Express,Canada,-83,Vancouver,Vancouver,4/10/2020,-86
TransLink,Canada,-83,Vancouver,Vancouver,4/10/2020,-73
West Coast Express,Canada,-53,Vancouver,Vancouver,7/25/2020,-71
TransLink,Canada,-53,Vancouver,Vancouver,7/25/2020,-50
West Coast Express,Canada,-1,Vancouver,Vancouver,3/4/2020,4
TransLink,Canada,-1,Vancouver,Vancouver,3/4/2020,5
West Coast Express,Canada,-70,Vancouver,Vancouver,6/12/2020,-77
TransLink,Canada,-70,Vancouver,Vancouver,6/12/2020,-65
West Coast Express,Canada,-63,Vancouver,Vancouver,6/25/2020,-67
TransLink,Canada,-63,Vancouver,Vancouver,6/25/2020,-58
West Coast Express,Canada,-72,Vancouver,Vancouver,5/27/2020,-68
TransLink,Canada,-72,Vancouver,Vancouver,5/27/2020,-63
West Coast Express,Canada,-76,Vancouver,Vancouver,5/3/2020,-85
TransLink,Canada,-76,Vancouver,Vancouver,5/3/2020,-70
West Coast Express,Canada,-60,Vancouver,Vancouver,7/9/2020,-65
TransLink,Canada,-60,Vancouver,Vancouver,7/9/2020,-58
West Coast Express,Canada,-67,Vancouver,Vancouver,6/24/2020,-69
TransLink,Canada,-67,Vancouver,Vancouver,6/24/2020,-62
West Coast Express,Canada,-76,Vancouver,Vancouver,3/29/2020,-71
TransLink,Canada,-76,Vancouver,Vancouver,3/29/2020,-73
West Coast Express,Canada,-77,Vancouver,Vancouver,5/19/2020,-84
TransLink,Canada,-77,Vancouver,Vancouver,5/19/2020,-66
West Coast Express,Canada,-69,Vancouver,Vancouver,6/8/2020,-71
TransLink,Canada,-69,Vancouver,Vancouver,6/8/2020,-63
West Coast Express,Canada,-74,Vancouver,Vancouver,5/28/2020,-70
TransLink,Canada,-74,Vancouver,Vancouver,5/28/2020,-63
West Coast Express,Canada,-79,Vancouver,Vancouver,5/4/2020,-81
TransLink,Canada,-79,Vancouver,Vancouver,5/4/2020,-70
West Coast Express,Canada,-1,Vancouver,Vancouver,2/29/2020,-23
TransLink,Canada,-1,Vancouver,Vancouver,2/29/2020,-3
West Coast Express,Canada,-81,Vancouver,Vancouver,5/7/2020,-78
TransLink,Canada,-81,Vancouver,Vancouver,5/7/2020,-70
West Coast Express,Canada,-82,Vancouver,Vancouver,4/9/2020,-79
TransLink,Canada,-82,Vancouver,Vancouver,4/9/2020,-71
West Coast Express,Canada,-80,Vancouver,Vancouver,5/8/2020,-77
TransLink,Canada,-80,Vancouver,Vancouver,5/8/2020,-68
West Coast Express,Canada,-82,Vancouver,Vancouver,4/21/2020,-77
TransLink,Canada,-82,Vancouver,Vancouver,4/21/2020,-68
West Coast Express,Canada,1,Vancouver,Vancouver,3/1/2020,-25
TransLink,Canada,1,Vancouver,Vancouver,3/1/2020,-6
West Coast Express,Canada,-52,Vancouver,Vancouver,7/18/2020,-65
TransLink,Canada,-52,Vancouver,Vancouver,7/18/2020,-50
West Coast Express,Canada,-82,Vancouver,Vancouver,4/23/2020,-77
TransLink,Canada,-82,Vancouver,Vancouver,4/23/2020,-71
West Coast Express,Canada,-80,Vancouver,Vancouver,4/13/2020,-81
TransLink,Canada,-80,Vancouver,Vancouver,4/13/2020,-71
West Coast Express,Canada,-81,Vancouver,Vancouver,4/1/2020,-84
TransLink,Canada,-81,Vancouver,Vancouver,4/1/2020,-74
West Coast Express,Canada,-71,Vancouver,Vancouver,6/4/2020,-73
TransLink,Canada,-71,Vancouver,Vancouver,6/4/2020,-66
West Coast Express,Canada,-63,Vancouver,Vancouver,6/14/2020,-80
TransLink,Canada,-63,Vancouver,Vancouver,6/14/2020,-61
West Coast Express,Canada,-58,Vancouver,Vancouver,7/11/2020,-71
TransLink,Canada,-58,Vancouver,Vancouver,7/11/2020,-54
West Coast Express,Canada,-71,Vancouver,Vancouver,6/11/2020,-77
TransLink,Canada,-71,Vancouver,Vancouver,6/11/2020,-66
West Coast Express,Canada,-76,Vancouver,Vancouver,5/10/2020,-88
TransLink,Canada,-76,Vancouver,Vancouver,5/10/2020,-65
West Coast Express,Canada,-31,Vancouver,Vancouver,3/15/2020,-56
TransLink,Canada,-31,Vancouver,Vancouver,3/15/2020,-27
West Coast Express,Canada,-78,Vancouver,Vancouver,4/5/2020,-76
TransLink,Canada,-78,Vancouver,Vancouver,4/5/2020,-74
West Coast Express,Canada,-80,Vancouver,Vancouver,4/6/2020,-80
TransLink,Canada,-80,Vancouver,Vancouver,4/6/2020,-69
West Coast Express,Canada,-1,Vancouver,Vancouver,3/3/2020,4
TransLink,Canada,-1,Vancouver,Vancouver,3/3/2020,-2
West Coast Express,Canada,-81,Vancouver,Vancouver,3/31/2020,-85
TransLink,Canada,-81,Vancouver,Vancouver,3/31/2020,-74
West Coast Express,Canada,-6,Vancouver,Vancouver,3/11/2020,-9
TransLink,Canada,-6,Vancouver,Vancouver,3/11/2020,-7
West Coast Express,Canada,-68,Vancouver,Vancouver,3/21/2020,-70
TransLink,Canada,-68,Vancouver,Vancouver,3/21/2020,-65
West Coast Express,Canada,-74,Vancouver,Vancouver,5/16/2020,-82
TransLink,Canada,-74,Vancouver,Vancouver,5/16/2020,-69
West Coast Express,Canada,-66,Vancouver,Vancouver,6/18/2020,-66
TransLink,Canada,-66,Vancouver,Vancouver,6/18/2020,-59
West Coast Express,Canada,-55,Vancouver,Vancouver,7/19/2020,-79
TransLink,Canada,-55,Vancouver,Vancouver,7/19/2020,-51
West Coast Express,Canada,-67,Vancouver,Vancouver,6/17/2020,-73
TransLink,Canada,-67,Vancouver,Vancouver,6/17/2020,-60
West Coast Express,Canada,-69,Vancouver,Vancouver,5/30/2020,-72
TransLink,Canada,-69,Vancouver,Vancouver,5/30/2020,-63
West Coast Express,Canada,-78,Vancouver,Vancouver,4/19/2020,-89
TransLink,Canada,-78,Vancouver,Vancouver,4/19/2020,-72
West Coast Express,Canada,-74,Vancouver,Vancouver,5/17/2020,-82
TransLink,Canada,-74,Vancouver,Vancouver,5/17/2020,-69
West Coast Express,Canada,-73,Vancouver,Vancouver,6/3/2020,-78
TransLink,Canada,-73,Vancouver,Vancouver,6/3/2020,-67
West Coast Express,Canada,-82,Vancouver,Vancouver,4/14/2020,-81
TransLink,Canada,-82,Vancouver,Vancouver,4/14/2020,-71
West Coast Express,Canada,-57,Vancouver,Vancouver,6/27/2020,-71
TransLink,Canada,-57,Vancouver,Vancouver,6/27/2020,-56
West Coast Express,Canada,-70,Vancouver,Vancouver,6/9/2020,-75
TransLink,Canada,-70,Vancouver,Vancouver,6/9/2020,-66
West Coast Express,Canada,-59,Vancouver,Vancouver,7/10/2020,-61
TransLink,Canada,-59,Vancouver,Vancouver,7/10/2020,-54
West Coast Express,Canada,-80,Vancouver,Vancouver,4/17/2020,-84
TransLink,Canada,-80,Vancouver,Vancouver,4/17/2020,-73
West Coast Express,Canada,-80,Vancouver,Vancouver,5/14/2020,-82
TransLink,Canada,-80,Vancouver,Vancouver,5/14/2020,-73
West Coast Express,Canada,-67,Vancouver,Vancouver,6/6/2020,-76
TransLink,Canada,-67,Vancouver,Vancouver,6/6/2020,-63
West Coast Express,Canada,-80,Vancouver,Vancouver,3/25/2020,-82
TransLink,Canada,-80,Vancouver,Vancouver,3/25/2020,-74
West Coast Express,Canada,-77,Vancouver,Vancouver,5/21/2020,-76
TransLink,Canada,-77,Vancouver,Vancouver,5/21/2020,-68
West Coast Express,Canada,-71,Vancouver,Vancouver,3/20/2020,-70
TransLink,Canada,-71,Vancouver,Vancouver,3/20/2020,-61
West Coast Express,Canada,-82,Vancouver,Vancouver,4/8/2020,-81
TransLink,Canada,-82,Vancouver,Vancouver,4/8/2020,-71
West Coast Express,Canada,-55,Vancouver,Vancouver,7/5/2020,-66
TransLink,Canada,-55,Vancouver,Vancouver,7/5/2020,-51
West Coast Express,Canada,1,Vancouver,Vancouver,2/27/2020,3
TransLink,Canada,1,Vancouver,Vancouver,2/27/2020,-1
West Coast Express,Canada,-60,Vancouver,Vancouver,8/4/2020,-72
TransLink,Canada,-60,Vancouver,Vancouver,8/4/2020,-48
West Coast Express,Canada,-81,Vancouver,Vancouver,4/2/2020,-81
TransLink,Canada,-81,Vancouver,Vancouver,4/2/2020,-73
West Coast Express,Canada,-8,Vancouver,Vancouver,2/22/2020,-13
TransLink,Canada,-8,Vancouver,Vancouver,2/22/2020,-4
West Coast Express,Canada,-60,Vancouver,Vancouver,7/22/2020,-59
TransLink,Canada,-60,Vancouver,Vancouver,7/22/2020,-54
West Coast Express,Canada,-80,Vancouver,Vancouver,5/13/2020,-80
TransLink,Canada,-80,Vancouver,Vancouver,5/13/2020,-73
West Coast Express,Canada,-68,Vancouver,Vancouver,3/22/2020,-60
TransLink,Canada,-68,Vancouver,Vancouver,3/22/2020,-68
West Coast Express,Canada,-60,Vancouver,Vancouver,6/30/2020,-69
TransLink,Canada,-60,Vancouver,Vancouver,6/30/2020,-62
West Coast Express,Canada,3,Vancouver,Vancouver,2/24/2020,20
TransLink,Canada,3,Vancouver,Vancouver,2/24/2020,6
West Coast Express,Canada,-59,Vancouver,Vancouver,7/15/2020,-56
TransLink,Canada,-59,Vancouver,Vancouver,7/15/2020,-53
West Coast Express,Canada,-55,Vancouver,Vancouver,7/6/2020,-47
TransLink,Canada,-55,Vancouver,Vancouver,7/6/2020,-53
West Coast Express,Canada,-59,Vancouver,Vancouver,7/17/2020,-65
TransLink,Canada,-59,Vancouver,Vancouver,7/17/2020,-55
West Coast Express,Canada,-60,Vancouver,Vancouver,7/3/2020,-71
TransLink,Canada,-60,Vancouver,Vancouver,7/3/2020,-59
West Coast Express,Canada,-76,Vancouver,Vancouver,5/20/2020,-76
TransLink,Canada,-76,Vancouver,Vancouver,5/20/2020,-69
West Coast Express,Canada,3,Vancouver,Vancouver,2/20/2020,5
TransLink,Canada,3,Vancouver,Vancouver,2/20/2020,-6
West Coast Express,Canada,-10,Vancouver,Vancouver,3/12/2020,1
TransLink,Canada,-10,Vancouver,Vancouver,3/12/2020,-8
West Coast Express,Canada,-59,Vancouver,Vancouver,7/13/2020,-63
TransLink,Canada,-59,Vancouver,Vancouver,7/13/2020,-54
West Coast Express,Canada,-60,Vancouver,Vancouver,8/3/2020,-85
TransLink,Canada,-60,Vancouver,Vancouver,8/3/2020,-51
West Coast Express,Canada,-24,Vancouver,Vancouver,3/13/2020,-14
TransLink,Canada,-24,Vancouver,Vancouver,3/13/2020,-15
West Coast Express,Canada,6,Vancouver,Vancouver,2/18/2020,-69
TransLink,Canada,6,Vancouver,Vancouver,2/18/2020,-17
West Coast Express,Canada,-2,Vancouver,Vancouver,3/9/2020,18
TransLink,Canada,-2,Vancouver,Vancouver,3/9/2020,-4
West Coast Express,Canada,-69,Vancouver,Vancouver,3/19/2020,-64
TransLink,Canada,-69,Vancouver,Vancouver,3/19/2020,-59
West Coast Express,Canada,-79,Vancouver,Vancouver,4/18/2020,-84
TransLink,Canada,-79,Vancouver,Vancouver,4/18/2020,-73
West Coast Express,Canada,-71,Vancouver,Vancouver,6/5/2020,-72
TransLink,Canada,-71,Vancouver,Vancouver,6/5/2020,-64
West Coast Express,Canada,-57,Vancouver,Vancouver,7/20/2020,-59
TransLink,Canada,-57,Vancouver,Vancouver,7/20/2020,-52
West Coast Express,Canada,-59,Vancouver,Vancouver,7/21/2020,-62
TransLink,Canada,-59,Vancouver,Vancouver,7/21/2020,-53
West Coast Express,Canada,-57,Vancouver,Vancouver,7/31/2020,-64
TransLink,Canada,-57,Vancouver,Vancouver,7/31/2020,-51
West Coast Express,Canada,-80,Vancouver,Vancouver,5/5/2020,-79
TransLink,Canada,-80,Vancouver,Vancouver,5/5/2020,-70
West Coast Express,Canada,1,Vancouver,Vancouver,2/21/2020,-2
TransLink,Canada,1,Vancouver,Vancouver,2/21/2020,-3
West Coast Express,Canada,-77,Vancouver,Vancouver,4/26/2020,-79
TransLink,Canada,-77,Vancouver,Vancouver,4/26/2020,-71
West Coast Express,Canada,-59,Vancouver,Vancouver,7/29/2020,-60
TransLink,Canada,-59,Vancouver,Vancouver,7/29/2020,-51
West Coast Express,Canada,-65,Vancouver,Vancouver,6/23/2020,-68
TransLink,Canada,-65,Vancouver,Vancouver,6/23/2020,-62
West Coast Express,Canada,-80,Vancouver,Vancouver,4/11/2020,-90
TransLink,Canada,-80,Vancouver,Vancouver,4/11/2020,-73
West Coast Express,Canada,-31,Vancouver,Vancouver,3/14/2020,-32
TransLink,Canada,-31,Vancouver,Vancouver,3/14/2020,-25
West Coast Express,Canada,-3,Vancouver,Vancouver,3/8/2020,-5
TransLink,Canada,-3,Vancouver,Vancouver,3/8/2020,-11
West Coast Express,Canada,-56,Vancouver,Vancouver,7/27/2020,-56
TransLink,Canada,-56,Vancouver,Vancouver,7/27/2020,-49
West Coast Express,Canada,-75,Vancouver,Vancouver,5/11/2020,-79
TransLink,Canada,-75,Vancouver,Vancouver,5/11/2020,-66
West Coast Express,Canada,-71,Vancouver,Vancouver,6/10/2020,-75
TransLink,Canada,-71,Vancouver,Vancouver,6/10/2020,-66
West Coast Express,Canada,-58,Vancouver,Vancouver,7/28/2020,-58
TransLink,Canada,-58,Vancouver,Vancouver,7/28/2020,-53
West Coast Express,Canada,-56,Vancouver,Vancouver,8/2/2020,-81
TransLink,Canada,-56,Vancouver,Vancouver,8/2/2020,-50
West Coast Express,Canada,-58,Vancouver,Vancouver,7/24/2020,-66
TransLink,Canada,-58,Vancouver,Vancouver,7/24/2020,-54
West Coast Express,Canada,-78,Vancouver,Vancouver,5/2/2020,-84
TransLink,Canada,-78,Vancouver,Vancouver,5/2/2020,-74
West Coast Express,Canada,-58,Vancouver,Vancouver,6/22/2020,-62
TransLink,Canada,-58,Vancouver,Vancouver,6/22/2020,-58
West Coast Express,Canada,-82,Vancouver,Vancouver,4/28/2020,-79
TransLink,Canada,-82,Vancouver,Vancouver,4/28/2020,-72
West Coast Express,Canada,-82,Vancouver,Vancouver,3/27/2020,-85
TransLink,Canada,-82,Vancouver,Vancouver,3/27/2020,-75
West Coast Express,Canada,-61,Vancouver,Vancouver,6/26/2020,-68
