Bnccindx,Calculation1,Category,Date
59.9782,Economic Mood Index,Ontario,3/10/2017
61.6026,Economic Mood Index,Ontario,3/17/2017
60.8553,Economic Mood Index,Ontario,3/24/2017
62.4256,Economic Mood Index,Ontario,3/31/2017
61.8134,Economic Mood Index,Ontario,4/7/2017
60.6387,Economic Mood Index,Ontario,4/13/2017
62.931,Economic Mood Index,Ontario,4/21/2017
63.3531,Economic Mood Index,Ontario,4/28/2017
62.0803,Economic Mood Index,Ontario,5/5/2017
62.8425,Economic Mood Index,Ontario,5/12/2017
60.5791,Economic Mood Index,Ontario,5/19/2017
60.4492,Economic Mood Index,Ontario,5/26/2017
59.3617,Economic Mood Index,Ontario,6/2/2017
57.2661,Economic Mood Index,Ontario,6/9/2017
57.6533,Economic Mood Index,Ontario,6/16/2017
54.9707,Economic Mood Index,Ontario,6/23/2017
55.9003,Economic Mood Index,Ontario,6/30/2017
58.1263,Economic Mood Index,Ontario,7/7/2017
58.8328,Economic Mood Index,Ontario,7/14/2017
60.8124,Economic Mood Index,Ontario,7/21/2017
61.5538,Economic Mood Index,Ontario,7/28/2017
61.3198,Economic Mood Index,Ontario,8/4/2017
61.4435,Economic Mood Index,Ontario,8/11/2017
60.1306,Economic Mood Index,Ontario,8/18/2017
59.0585,Economic Mood Index,Ontario,8/25/2017
58.0767,Economic Mood Index,Ontario,9/1/2017
56.7393,Economic Mood Index,Ontario,9/8/2017
57.2542,Economic Mood Index,Ontario,9/15/2017
58.2731,Economic Mood Index,Ontario,9/22/2017
58.295,Economic Mood Index,Ontario,9/29/2017
58.9873,Economic Mood Index,Ontario,10/6/2017
59.1853,Economic Mood Index,Ontario,10/13/2017
58.0526,Economic Mood Index,Ontario,10/20/2017
58.7819,Economic Mood Index,Ontario,10/27/2017
59.6931,Economic Mood Index,Ontario,11/3/2017
60.5971,Economic Mood Index,Ontario,11/10/2017
60.578,Economic Mood Index,Ontario,11/17/2017
59.6193,Economic Mood Index,Ontario,11/24/2017
57.7483,Economic Mood Index,Ontario,12/1/2017
57.3241,Economic Mood Index,Ontario,12/8/2017
59.2818,Economic Mood Index,Ontario,12/15/2017
61.0416,Economic Mood Index,Ontario,12/22/2017
61.8641,Economic Mood Index,Ontario,12/29/2017
60.8309,Economic Mood Index,Ontario,1/5/2018
59.9631,Economic Mood Index,Ontario,1/12/2018
58.6456,Economic Mood Index,Ontario,1/19/2018
57.3928,Economic Mood Index,Ontario,1/26/2018
57.1168,Economic Mood Index,Ontario,2/2/2018
56.8986,Economic Mood Index,Ontario,2/9/2018
56.6774,Economic Mood Index,Ontario,2/16/2018
57.4035,Economic Mood Index,Ontario,2/23/2018
58.4597,Economic Mood Index,Ontario,3/2/2018
56.5904,Economic Mood Index,Ontario,3/9/2018
56.4944,Economic Mood Index,Ontario,3/16/2018
56.1732,Economic Mood Index,Ontario,3/23/2018
56.1422,Economic Mood Index,Ontario,3/29/2018
57.0234,Economic Mood Index,Ontario,4/6/2018
56.0151,Economic Mood Index,Ontario,4/13/2018
56.0429,Economic Mood Index,Ontario,4/20/2018
56.1742,Economic Mood Index,Ontario,4/27/2018
56.6948,Economic Mood Index,Ontario,5/4/2018
56.3638,Economic Mood Index,Ontario,5/11/2018
56.7894,Economic Mood Index,Ontario,5/18/2018
57.4774,Economic Mood Index,Ontario,5/25/2018
57.6152,Economic Mood Index,Ontario,6/1/2018
57.9617,Economic Mood Index,Ontario,6/8/2018
57.9813,Economic Mood Index,Ontario,6/15/2018
55.0142,Economic Mood Index,Ontario,6/22/2018
55.2578,Economic Mood Index,Ontario,6/29/2018
55.2366,Economic Mood Index,Ontario,7/6/2018
54.9352,Economic Mood Index,Ontario,7/13/2018
55.1518,Economic Mood Index,Ontario,7/20/2018
55.8907,Economic Mood Index,Ontario,7/27/2018
55.8953,Economic Mood Index,Ontario,8/3/2018
55.2298,Economic Mood Index,Ontario,8/10/2018
57.2195,Economic Mood Index,Ontario,8/17/2018
57.7052,Economic Mood Index,Ontario,8/24/2018
59.1254,Economic Mood Index,Ontario,8/31/2018
59.0577,Economic Mood Index,Ontario,9/7/2018
58.8042,Economic Mood Index,Ontario,9/14/2018
59.145,Economic Mood Index,Ontario,9/21/2018
57.4697,Economic Mood Index,Ontario,9/28/2018
57.9476,Economic Mood Index,Ontario,10/5/2018
58.9267,Economic Mood Index,Ontario,10/12/2018
59.1644,Economic Mood Index,Ontario,10/19/2018
59.9568,Economic Mood Index,Ontario,10/26/2018
58.9542,Economic Mood Index,Ontario,11/2/2018
59.0806,Economic Mood Index,Ontario,11/9/2018
58.0112,Economic Mood Index,Ontario,11/16/2018
57.2938,Economic Mood Index,Ontario,11/23/2018
55.8823,Economic Mood Index,Ontario,11/30/2018
55.6061,Economic Mood Index,Ontario,12/7/2018
56.9221,Economic Mood Index,Ontario,12/14/2018
55.4016,Economic Mood Index,Ontario,12/21/2018
55.8037,Economic Mood Index,Ontario,12/28/2018
56.5741,Economic Mood Index,Ontario,1/4/2019
54.9816,Economic Mood Index,Ontario,1/11/2019
55.4983,Economic Mood Index,Ontario,1/18/2019
55.0306,Economic Mood Index,Ontario,1/25/2019
54.7597,Economic Mood Index,Ontario,2/1/2019
54.886,Economic Mood Index,Ontario,2/8/2019
56.5684,Economic Mood Index,Ontario,2/15/2019
56.6661,Economic Mood Index,Ontario,2/22/2019
57.0319,Economic Mood Index,Ontario,3/1/2019
57.1805,Economic Mood Index,Ontario,3/8/2019
56.279,Economic Mood Index,Ontario,3/15/2019
56.2823,Economic Mood Index,Ontario,3/22/2019
56.7566,Economic Mood Index,Ontario,3/29/2019
56.5512,Economic Mood Index,Ontario,4/5/2019
57.3942,Economic Mood Index,Ontario,4/12/2019
57.0214,Economic Mood Index,Ontario,4/19/2019
56.7536,Economic Mood Index,Ontario,4/26/2019
57.4697,Economic Mood Index,Ontario,5/3/2019
57.6518,Economic Mood Index,Ontario,5/10/2019
57.0438,Economic Mood Index,Ontario,5/17/2019
57.3175,Economic Mood Index,Ontario,5/24/2019
56.5226,Economic Mood Index,Ontario,5/31/2019
57.4751,Economic Mood Index,Ontario,6/7/2019
58.1705,Economic Mood Index,Ontario,6/14/2019
58.8553,Economic Mood Index,Ontario,6/21/2019
59.5053,Economic Mood Index,Ontario,6/28/2019
60.025,Economic Mood Index,Ontario,7/5/2019
60.3054,Economic Mood Index,Ontario,7/12/2019
60.0125,Economic Mood Index,Ontario,7/19/2019
60.238,Economic Mood Index,Ontario,7/26/2019
60.9805,Economic Mood Index,Ontario,8/2/2019
59.7444,Economic Mood Index,Ontario,8/9/2019
59.0686,Economic Mood Index,Ontario,8/16/2019
58.98,Economic Mood Index,Ontario,8/23/2019
56.97,Economic Mood Index,Ontario,8/30/2019
57.9474,Economic Mood Index,Ontario,9/6/2019
58.2769,Economic Mood Index,Ontario,9/13/2019
58.8801,Economic Mood Index,Ontario,9/20/2019
59.7006,Economic Mood Index,Ontario,9/27/2019
59.2587,Economic Mood Index,Ontario,10/4/2019
59.0999,Economic Mood Index,Ontario,10/11/2019
58.7019,Economic Mood Index,Ontario,10/18/2019
59.2247,Economic Mood Index,Ontario,10/25/2019
59.5303,Economic Mood Index,Ontario,11/1/2019
59.9378,Economic Mood Index,Ontario,11/8/2019
59.9512,Economic Mood Index,Ontario,11/15/2019
57.8283,Economic Mood Index,Ontario,11/22/2019
55.6569,Economic Mood Index,Ontario,11/29/2019
55.1708,Economic Mood Index,Ontario,12/6/2019
55.8728,Economic Mood Index,Ontario,12/13/2019
57.9199,Economic Mood Index,Ontario,12/20/2019
59.1836,Economic Mood Index,Ontario,12/27/2019
59.1304,Economic Mood Index,Ontario,1/3/2020
59.079,Economic Mood Index,Ontario,1/10/2020
59.3452,Economic Mood Index,Ontario,1/17/2020
59.682,Economic Mood Index,Ontario,1/24/2020
59.4092,Economic Mood Index,Ontario,1/31/2020
59.0904,Economic Mood Index,Ontario,2/7/2020
59.0129,Economic Mood Index,Ontario,2/14/2020
59.0044,Economic Mood Index,Ontario,2/21/2020
59.7238,Economic Mood Index,Ontario,2/28/2020
60.4397,Economic Mood Index,Ontario,3/6/2020
58.8409,Economic Mood Index,Ontario,3/13/2020
55.5321,Economic Mood Index,Ontario,3/20/2020
51.0876,Economic Mood Index,Ontario,3/27/2020
46.3769,Economic Mood Index,Ontario,4/3/2020
42.2237,Economic Mood Index,Ontario,4/10/2020
40.052,Economic Mood Index,Ontario,4/17/2020
39.2234,Economic Mood Index,Ontario,4/24/2020
38.37,Economic Mood Index,Ontario,5/1/2020
39.27,Economic Mood Index,Ontario,5/8/2020
40.41,Economic Mood Index,Ontario,5/15/2020
39.62,Economic Mood Index,Ontario,5/22/2020
40.99,Economic Mood Index,Ontario,5/29/2020
42.68,Economic Mood Index,Ontario,6/5/2020
44.14,Economic Mood Index,Ontario,6/12/2020
46.8,Economic Mood Index,Ontario,6/19/2020
47.03,Economic Mood Index,Ontario,6/26/2020
46.62,Economic Mood Index,Ontario,7/3/2020
47.02,Economic Mood Index,Ontario,7/10/2020
49.57,Economic Mood Index,Ontario,7/17/2020
51.04,Economic Mood Index,Ontario,7/24/2020
53.28,Economic Mood Index,Ontario,7/31/2020
54.22,Economic Mood Index,Ontario,8/7/2020
55.71,Economic Mood Index,Ontario,8/14/2020
56.86,Economic Mood Index,Ontario,8/21/2020
57.44,Economic Mood Index,Ontario,8/28/2020
55.79,Economic Mood Index,Ontario,9/4/2020
54.91,Economic Mood Index,Ontario,9/11/2020
54.79,Economic Mood Index,Ontario,9/18/2020
54.15,Economic Mood Index,Ontario,9/25/2020
55.55,Economic Mood Index,Ontario,10/2/2020
55.62,Economic Mood Index,Ontario,10/9/2020
54.71,Economic Mood Index,Ontario,10/16/2020
54.73,Economic Mood Index,Ontario,10/23/2020
55.11,Economic Mood Index,Ontario,10/30/2020
54.36,Economic Mood Index,Ontario,11/6/2020
55.78,Economic Mood Index,Ontario,11/13/2020
55.61,Economic Mood Index,Ontario,11/20/2020
53.89,Economic Mood Index,Ontario,11/27/2020
56.12,Economic Mood Index,Ontario,12/4/2020
54.73,Economic Mood Index,Ontario,12/11/2020
50.1155,Economic Mood Index,Quebec,6/30/2008
51.4104,Economic Mood Index,Quebec,9/30/2008
41.6783,Economic Mood Index,Quebec,12/31/2008
43.6179,Economic Mood Index,Quebec,3/31/2009
49.9745,Economic Mood Index,Quebec,6/30/2009
55.1619,Economic Mood Index,Quebec,9/30/2009
58.3614,Economic Mood Index,Quebec,12/31/2009
58.3229,Economic Mood Index,Quebec,3/31/2010
61.6537,Economic Mood Index,Quebec,6/30/2010
59.0308,Economic Mood Index,Quebec,9/30/2010
55.3754,Economic Mood Index,Quebec,12/31/2010
58.0636,Economic Mood Index,Quebec,3/31/2011
54.697,Economic Mood Index,Quebec,6/30/2011
52.9728,Economic Mood Index,Quebec,9/30/2011
50.2037,Economic Mood Index,Quebec,12/31/2011
52.8774,Economic Mood Index,Quebec,2/28/2012
53.486,Economic Mood Index,Quebec,3/31/2012
51.3487,Economic Mood Index,Quebec,4/30/2012
52.6209,Economic Mood Index,Quebec,5/31/2012
52.7776,Economic Mood Index,Quebec,6/30/2012
52.6918,Economic Mood Index,Quebec,7/31/2012
52.1386,Economic Mood Index,Quebec,8/31/2012
50.8598,Economic Mood Index,Quebec,9/30/2012
50.8828,Economic Mood Index,Quebec,10/31/2012
51.0651,Economic Mood Index,Quebec,11/30/2012
53.1894,Economic Mood Index,Quebec,12/31/2012
53.1689,Economic Mood Index,Quebec,1/31/2013
47.6033,Economic Mood Index,Quebec,2/28/2013
49.7457,Economic Mood Index,Quebec,3/31/2013
48.2215,Economic Mood Index,Quebec,4/30/2013
53.3179,Economic Mood Index,Quebec,5/24/2013
53.6366,Economic Mood Index,Quebec,5/31/2013
56.361,Economic Mood Index,Quebec,6/7/2013
55.689,Economic Mood Index,Quebec,6/14/2013
54.3226,Economic Mood Index,Quebec,6/21/2013
56.7768,Economic Mood Index,Quebec,6/28/2013
55.5235,Economic Mood Index,Quebec,7/5/2013
55.771,Economic Mood Index,Quebec,7/12/2013
56.126,Economic Mood Index,Quebec,7/19/2013
56.2143,Economic Mood Index,Quebec,7/26/2013
56.7585,Economic Mood Index,Quebec,8/2/2013
56.7457,Economic Mood Index,Quebec,8/9/2013
55.3462,Economic Mood Index,Quebec,8/16/2013
53.9395,Economic Mood Index,Quebec,8/23/2013
55.5354,Economic Mood Index,Quebec,8/30/2013
55.4024,Economic Mood Index,Quebec,9/6/2013
56.2697,Economic Mood Index,Quebec,9/13/2013
57.0215,Economic Mood Index,Quebec,9/20/2013
56.6871,Economic Mood Index,Quebec,9/27/2013
56.6322,Economic Mood Index,Quebec,10/4/2013
56.6968,Economic Mood Index,Quebec,10/11/2013
56.6279,Economic Mood Index,Quebec,10/18/2013
56.1052,Economic Mood Index,Quebec,10/25/2013
56.8358,Economic Mood Index,Quebec,11/1/2013
56.4048,Economic Mood Index,Quebec,11/8/2013
57.2373,Economic Mood Index,Quebec,11/15/2013
56.7384,Economic Mood Index,Quebec,11/22/2013
55.9465,Economic Mood Index,Quebec,11/29/2013
56.1461,Economic Mood Index,Quebec,12/6/2013
55.2499,Economic Mood Index,Quebec,12/13/2013
55.6024,Economic Mood Index,Quebec,12/20/2013
56.2778,Economic Mood Index,Quebec,12/27/2013
57.7026,Economic Mood Index,Quebec,1/3/2014
56.9328,Economic Mood Index,Quebec,1/10/2014
56.8715,Economic Mood Index,Quebec,1/17/2014
55.6565,Economic Mood Index,Quebec,1/24/2014
53.5882,Economic Mood Index,Quebec,1/31/2014
54.9378,Economic Mood Index,Quebec,2/7/2014
56.287,Economic Mood Index,Quebec,2/14/2014
57.187,Economic Mood Index,Quebec,2/21/2014
58.0505,Economic Mood Index,Quebec,2/28/2014
59.1462,Economic Mood Index,Quebec,3/7/2014
57.0815,Economic Mood Index,Quebec,3/14/2014
56.0292,Economic Mood Index,Quebec,3/21/2014
56.6258,Economic Mood Index,Quebec,3/28/2014
54.3677,Economic Mood Index,Quebec,4/4/2014
56.5619,Economic Mood Index,Quebec,4/11/2014
57.4744,Economic Mood Index,Quebec,4/18/2014
56.4393,Economic Mood Index,Quebec,4/25/2014
57.2076,Economic Mood Index,Quebec,5/2/2014
55.468,Economic Mood Index,Quebec,5/9/2014
55.8751,Economic Mood Index,Quebec,5/16/2014
56.329,Economic Mood Index,Quebec,5/23/2014
56.6805,Economic Mood Index,Quebec,5/30/2014
58.1494,Economic Mood Index,Quebec,6/6/2014
58.1955,Economic Mood Index,Quebec,6/13/2014
58.0241,Economic Mood Index,Quebec,6/20/2014
57.5129,Economic Mood Index,Quebec,6/27/2014
56.5339,Economic Mood Index,Quebec,7/4/2014
56.2382,Economic Mood Index,Quebec,7/11/2014
56.2693,Economic Mood Index,Quebec,7/18/2014
56.2025,Economic Mood Index,Quebec,7/25/2014
56.4024,Economic Mood Index,Quebec,8/1/2014
56.7576,Economic Mood Index,Quebec,8/8/2014
57.0531,Economic Mood Index,Quebec,8/15/2014
56.2067,Economic Mood Index,Quebec,8/22/2014
55.6821,Economic Mood Index,Quebec,8/29/2014
55.0336,Economic Mood Index,Quebec,9/5/2014
53.8973,Economic Mood Index,Quebec,9/12/2014
54.6011,Economic Mood Index,Quebec,9/19/2014
54.3431,Economic Mood Index,Quebec,9/26/2014
53.0177,Economic Mood Index,Quebec,10/3/2014
53.4706,Economic Mood Index,Quebec,10/10/2014
53.7055,Economic Mood Index,Quebec,10/17/2014
54.3102,Economic Mood Index,Quebec,10/24/2014
55.2173,Economic Mood Index,Quebec,10/31/2014
55.4203,Economic Mood Index,Quebec,11/7/2014
55.9722,Economic Mood Index,Quebec,11/14/2014
54.8409,Economic Mood Index,Quebec,11/21/2014
55.734,Economic Mood Index,Quebec,11/28/2014
54.5594,Economic Mood Index,Quebec,12/5/2014
53.0058,Economic Mood Index,Quebec,12/12/2014
52.5296,Economic Mood Index,Quebec,12/19/2014
51.4426,Economic Mood Index,Quebec,12/26/2014
53.0067,Economic Mood Index,Quebec,1/2/2015
54.4509,Economic Mood Index,Quebec,1/9/2015
54.562,Economic Mood Index,Quebec,1/16/2015
55.3328,Economic Mood Index,Quebec,1/23/2015
55.5314,Economic Mood Index,Quebec,1/30/2015
54.4864,Economic Mood Index,Quebec,2/6/2015
55.2158,Economic Mood Index,Quebec,2/13/2015
53.0647,Economic Mood Index,Quebec,2/20/2015
52.034,Economic Mood Index,Quebec,2/27/2015
52.8924,Economic Mood Index,Quebec,3/6/2015
52.9403,Economic Mood Index,Quebec,3/13/2015
54.2942,Economic Mood Index,Quebec,3/20/2015
54.6273,Economic Mood Index,Quebec,3/27/2015
53.5081,Economic Mood Index,Quebec,4/3/2015
54.8288,Economic Mood Index,Quebec,4/10/2015
55.3254,Economic Mood Index,Quebec,4/17/2015
55.456,Economic Mood Index,Quebec,4/24/2015
56.3728,Economic Mood Index,Quebec,5/1/2015
54.9485,Economic Mood Index,Quebec,5/8/2015
55.2388,Economic Mood Index,Quebec,5/15/2015
54.149,Economic Mood Index,Quebec,5/22/2015
54.6743,Economic Mood Index,Quebec,5/29/2015
55.101,Economic Mood Index,Quebec,6/5/2015
53.9461,Economic Mood Index,Quebec,6/12/2015
55.0563,Economic Mood Index,Quebec,6/19/2015
54.629,Economic Mood Index,Quebec,6/26/2015
53.6772,Economic Mood Index,Quebec,7/3/2015
55.0391,Economic Mood Index,Quebec,7/10/2015
53.2906,Economic Mood Index,Quebec,7/17/2015
52.0508,Economic Mood Index,Quebec,7/24/2015
51.108,Economic Mood Index,Quebec,7/31/2015
49.7798,Economic Mood Index,Quebec,8/7/2015
48.9141,Economic Mood Index,Quebec,8/14/2015
49.8925,Economic Mood Index,Quebec,8/21/2015
51.1394,Economic Mood Index,Quebec,8/28/2015
50.9049,Economic Mood Index,Quebec,9/4/2015
53.681,Economic Mood Index,Quebec,9/11/2015
52.6838,Economic Mood Index,Quebec,9/18/2015
53.1409,Economic Mood Index,Quebec,9/25/2015
53.0726,Economic Mood Index,Quebec,10/2/2015
52.9677,Economic Mood Index,Quebec,10/9/2015
52.6244,Economic Mood Index,Quebec,10/16/2015
54.2919,Economic Mood Index,Quebec,10/23/2015
55.575,Economic Mood Index,Quebec,10/30/2015
56.3207,Economic Mood Index,Quebec,11/6/2015
58.0119,Economic Mood Index,Quebec,11/13/2015
57.529,Economic Mood Index,Quebec,11/20/2015
56.9176,Economic Mood Index,Quebec,11/27/2015
54.9107,Economic Mood Index,Quebec,12/4/2015
54.256,Economic Mood Index,Quebec,12/11/2015
53.9828,Economic Mood Index,Quebec,12/18/2015
53.7548,Economic Mood Index,Quebec,12/25/2015
55.0556,Economic Mood Index,Quebec,1/1/2016
56.6068,Economic Mood Index,Quebec,1/8/2016
54.8855,Economic Mood Index,Quebec,1/15/2016
54.0254,Economic Mood Index,Quebec,1/22/2016
52.3542,Economic Mood Index,Quebec,1/29/2016
50.8889,Economic Mood Index,Quebec,2/5/2016
51.4898,Economic Mood Index,Quebec,2/12/2016
52.2042,Economic Mood Index,Quebec,2/19/2016
53.5329,Economic Mood Index,Quebec,2/26/2016
53.4944,Economic Mood Index,Quebec,3/4/2016
54.1422,Economic Mood Index,Quebec,3/11/2016
53.5234,Economic Mood Index,Quebec,3/18/2016
54.0688,Economic Mood Index,Quebec,3/25/2016
55.3784,Economic Mood Index,Quebec,4/1/2016
54.4917,Economic Mood Index,Quebec,4/8/2016
57.1412,Economic Mood Index,Quebec,4/15/2016
55.1191,Economic Mood Index,Quebec,4/22/2016
54.2342,Economic Mood Index,Quebec,4/29/2016
56.2684,Economic Mood Index,Quebec,5/6/2016
55.4572,Economic Mood Index,Quebec,5/13/2016
57.0233,Economic Mood Index,Quebec,5/20/2016
57.7952,Economic Mood Index,Quebec,5/27/2016
57.9717,Economic Mood Index,Quebec,6/3/2016
57.8438,Economic Mood Index,Quebec,6/10/2016
58.0349,Economic Mood Index,Quebec,6/17/2016
57.7056,Economic Mood Index,Quebec,6/24/2016
55.3099,Economic Mood Index,Quebec,6/30/2016
55.7408,Economic Mood Index,Quebec,7/8/2016
56.7578,Economic Mood Index,Quebec,7/15/2016
57.3732,Economic Mood Index,Quebec,7/22/2016
60.0441,Economic Mood Index,Quebec,7/29/2016
60.3895,Economic Mood Index,Quebec,8/5/2016
59.7512,Economic Mood Index,Quebec,8/12/2016
60.2902,Economic Mood Index,Quebec,8/19/2016
59.8479,Economic Mood Index,Quebec,8/26/2016
59.0445,Economic Mood Index,Quebec,9/2/2016
59.6284,Economic Mood Index,Quebec,9/9/2016
59.1864,Economic Mood Index,Quebec,9/16/2016
58.503,Economic Mood Index,Quebec,9/23/2016
59.4383,Economic Mood Index,Quebec,9/30/2016
59.5119,Economic Mood Index,Quebec,10/7/2016
58.4873,Economic Mood Index,Quebec,10/14/2016
58.8826,Economic Mood Index,Quebec,10/21/2016
58.5342,Economic Mood Index,Quebec,10/28/2016
56.8691,Economic Mood Index,Quebec,11/4/2016
57.1705,Economic Mood Index,Quebec,11/11/2016
56.108,Economic Mood Index,Quebec,11/18/2016
56.9522,Economic Mood Index,Quebec,11/25/2016
58.229,Economic Mood Index,Quebec,12/2/2016
59.1237,Economic Mood Index,Quebec,12/9/2016
59.4786,Economic Mood Index,Quebec,12/16/2016
58.6302,Economic Mood Index,Quebec,12/23/2016
57.6362,Economic Mood Index,Quebec,12/30/2016
56.7288,Economic Mood Index,Quebec,1/6/2017
56.7243,Economic Mood Index,Quebec,1/13/2017
57.434,Economic Mood Index,Quebec,1/20/2017
57.246,Economic Mood Index,Quebec,1/27/2017
57.9508,Economic Mood Index,Quebec,2/3/2017
57.8802,Economic Mood Index,Quebec,2/10/2017
58.0785,Economic Mood Index,Quebec,2/17/2017
59.5475,Economic Mood Index,Quebec,2/24/2017
58.7052,Economic Mood Index,Quebec,3/3/2017
58.6734,Economic Mood Index,Quebec,3/10/2017
60.2061,Economic Mood Index,Quebec,3/17/2017
59.4911,Economic Mood Index,Quebec,3/24/2017
60.0205,Economic Mood Index,Quebec,3/31/2017
61.209,Economic Mood Index,Quebec,4/7/2017
61.8408,Economic Mood Index,Quebec,4/13/2017
61.65,Economic Mood Index,Quebec,4/21/2017
61.0433,Economic Mood Index,Quebec,4/28/2017
60.8464,Economic Mood Index,Quebec,5/5/2017
57.6093,Economic Mood Index,Quebec,5/12/2017
58.5423,Economic Mood Index,Quebec,5/19/2017
60.9068,Economic Mood Index,Quebec,5/26/2017
60.5132,Economic Mood Index,Quebec,6/2/2017
61.3002,Economic Mood Index,Quebec,6/9/2017
60.7821,Economic Mood Index,Quebec,6/16/2017
59.8342,Economic Mood Index,Quebec,6/23/2017
59.4249,Economic Mood Index,Quebec,6/30/2017
59.7593,Economic Mood Index,Quebec,7/7/2017
59.5821,Economic Mood Index,Quebec,7/14/2017
59.4388,Economic Mood Index,Quebec,7/21/2017
61.2557,Economic Mood Index,Quebec,7/28/2017
61.9173,Economic Mood Index,Quebec,8/4/2017
62.1264,Economic Mood Index,Quebec,8/11/2017
62.4643,Economic Mood Index,Quebec,8/18/2017
60.7613,Economic Mood Index,Quebec,8/25/2017
59.5403,Economic Mood Index,Quebec,9/1/2017
61.2871,Economic Mood Index,Quebec,9/8/2017
61.5357,Economic Mood Index,Quebec,9/15/2017
62.4712,Economic Mood Index,Quebec,9/22/2017
63.2956,Economic Mood Index,Quebec,9/29/2017
62.3426,Economic Mood Index,Quebec,10/6/2017
61.3326,Economic Mood Index,Quebec,10/13/2017
60.3599,Economic Mood Index,Quebec,10/20/2017
58.051,Economic Mood Index,Quebec,10/27/2017
58.9772,Economic Mood Index,Quebec,11/3/2017
59.5961,Economic Mood Index,Quebec,11/10/2017
61.6416,Economic Mood Index,Quebec,11/17/2017
61.9224,Economic Mood Index,Quebec,11/24/2017
62.5611,Economic Mood Index,Quebec,12/1/2017
63.2035,Economic Mood Index,Quebec,12/8/2017
63.0135,Economic Mood Index,Quebec,12/15/2017
63.3515,Economic Mood Index,Quebec,12/22/2017
65.1922,Economic Mood Index,Quebec,12/29/2017
65.5213,Economic Mood Index,Quebec,1/5/2018
64.7203,Economic Mood Index,Quebec,1/12/2018
63.6859,Economic Mood Index,Quebec,1/19/2018
60.948,Economic Mood Index,Quebec,1/26/2018
60.5859,Economic Mood Index,Quebec,2/2/2018
60.2548,Economic Mood Index,Quebec,2/9/2018
60.8382,Economic Mood Index,Quebec,2/16/2018
61.1466,Economic Mood Index,Quebec,2/23/2018
60.7833,Economic Mood Index,Quebec,3/2/2018
60.9804,Economic Mood Index,Quebec,3/9/2018
61.3671,Economic Mood Index,Quebec,3/16/2018
61.0274,Economic Mood Index,Quebec,3/23/2018
62.978,Economic Mood Index,Quebec,3/29/2018
64.1811,Economic Mood Index,Quebec,4/6/2018
63.5446,Economic Mood Index,Quebec,4/13/2018
63.6511,Economic Mood Index,Quebec,4/20/2018
63.1308,Economic Mood Index,Quebec,4/27/2018
63.4727,Economic Mood Index,Quebec,5/4/2018
62.7269,Economic Mood Index,Quebec,5/11/2018
62.4129,Economic Mood Index,Quebec,5/18/2018
60.3924,Economic Mood Index,Quebec,5/25/2018
59.7722,Economic Mood Index,Quebec,6/1/2018
60.1515,Economic Mood Index,Quebec,6/8/2018
59.8353,Economic Mood Index,Quebec,6/15/2018
59.2117,Economic Mood Index,Quebec,6/22/2018
58.1962,Economic Mood Index,Quebec,6/29/2018
58.0604,Economic Mood Index,Quebec,7/6/2018
58.1697,Economic Mood Index,Quebec,7/13/2018
59.7926,Economic Mood Index,Quebec,7/20/2018
60.294,Economic Mood Index,Quebec,7/27/2018
60.9361,Economic Mood Index,Quebec,8/3/2018
61.1258,Economic Mood Index,Quebec,8/10/2018
60.1214,Economic Mood Index,Quebec,8/17/2018
60.498,Economic Mood Index,Quebec,8/24/2018
59.5135,Economic Mood Index,Quebec,8/31/2018
60.0431,Economic Mood Index,Quebec,9/7/2018
60.3939,Economic Mood Index,Quebec,9/14/2018
59.4191,Economic Mood Index,Quebec,9/21/2018
59.8216,Economic Mood Index,Quebec,9/28/2018
59.5109,Economic Mood Index,Quebec,10/5/2018
59.4864,Economic Mood Index,Quebec,10/12/2018
61.5163,Economic Mood Index,Quebec,10/19/2018
61.4684,Economic Mood Index,Quebec,10/26/2018
61.4703,Economic Mood Index,Quebec,11/2/2018
61.4886,Economic Mood Index,Quebec,11/9/2018
61.7135,Economic Mood Index,Quebec,11/16/2018
59.8904,Economic Mood Index,Quebec,11/23/2018
60.0485,Economic Mood Index,Quebec,11/30/2018
60.8169,Economic Mood Index,Quebec,12/7/2018
60.9035,Economic Mood Index,Quebec,12/14/2018
63.701,Economic Mood Index,Quebec,12/21/2018
63.1732,Economic Mood Index,Quebec,12/28/2018
62.8967,Economic Mood Index,Quebec,1/4/2019
61.1731,Economic Mood Index,Quebec,1/11/2019
60.8768,Economic Mood Index,Quebec,1/18/2019
61.0013,Economic Mood Index,Quebec,1/25/2019
60.757,Economic Mood Index,Quebec,2/1/2019
61.5225,Economic Mood Index,Quebec,2/8/2019
60.7125,Economic Mood Index,Quebec,2/15/2019
59.8505,Economic Mood Index,Quebec,2/22/2019
59.7658,Economic Mood Index,Quebec,3/1/2019
60.9576,Economic Mood Index,Quebec,3/8/2019
61.7171,Economic Mood Index,Quebec,3/15/2019
62.1017,Economic Mood Index,Quebec,3/22/2019
62.025,Economic Mood Index,Quebec,3/29/2019
61.6086,Economic Mood Index,Quebec,4/5/2019
61.5226,Economic Mood Index,Quebec,4/12/2019
60.6999,Economic Mood Index,Quebec,4/19/2019
61.5707,Economic Mood Index,Quebec,4/26/2019
60.8282,Economic Mood Index,Quebec,5/3/2019
61.039,Economic Mood Index,Quebec,5/10/2019
61.6659,Economic Mood Index,Quebec,5/17/2019
