date,province,cases,new_cases,deaths,new_deaths,recovered,new_recovered,testing,new_testing,new_cvaccine,cvaccine,new_dvaccine,dvaccine,new_avaccine,avaccine,pop,casespc,deathspc,recoveredpc,new_casespc,new_deathspc,new_recoveredpc,lcases,ldeaths,lrecovered,deathrecovered,testingpc,new_testingpc,ltesting,advaccine,cdvaccine,new_advaccine,newa_dvaccine,new_cdvaccine,newc_dvaccine,avaccinepc,cvaccinepc,dvaccinepc,new_avaccinepc,new_cvaccinepc,new_dvaccinepc,active,new_casesmv7,casesmv7,new_deathsmv7,deathsmv7,new_recoveredmv7,recoveredmv7,activemv7,active14,active18,deathactive14,recoveredactive14,deathrecoveredactive14,deathactive18,recoveredactive18,deathrecoveredactive18,active14mv7,active18mv7,deathactive14mv7,recoveredactive14mv7,deathrecoveredactive14mv7,deathactive18mv7,recoveredactive18mv7,deathrecoveredactive18mv7,new_layoffs,layoffs,reservations,ridership,unemployment_yoy,unemployment,unemployment_2019,index_limittravel,index_selfisolate,index_limitsocialdomest,index_econrelief,index_total,index_stringency,index_stringencynospend,bnccindx,bnccexp,bnccpbk,retail_and_recreation_percent_ch,grocery_and_pharmacy_percent_cha,parks_percent_change_from_baseli,transit_stations_percent_change_,workplaces_percent_change_from_b,residential_percent_change_from_
2020-01-01,Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.922155688622759,181.9,167,,,,,,,,,,,,,,,,
2020-01-25,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-01-26,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-01-28,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-01-29,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-02-01,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.181208053691262,182.7,178.8,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-02-02,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-02-05,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-02-07,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,Alberta,0,0,,,,,,,,,,,,,4307110,0,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-02-13,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-02-14,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,2.2222221,2.7777777,,,,,,,,,
2020-02-15,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,13.5,,,,0,0,0,0,0,2.2222221,2.7777777,,,,7,3,24,7,-2,-1
2020-02-16,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,9,,,,0,0,0,0,0,2.2222221,2.7777777,,,,10,-2,28,3,-3,-2
2020-02-17,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,-34,,,,0,0,0,0,0,2.2222221,2.7777777,,,,-7,-2,10,-40,-67,15
2020-02-18,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,0,-20,,,,0,0,0,0,0,2.2222221,2.7777777,,,,-1,1,-2,-9,-5,2
2020-02-19,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,4,-13,,,,0,0,0,0,0,2.2222221,2.7777777,,,,3,4,21,-7,-1,1
2020-02-20,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,5,-10,,,,0,0,0,0,0,2.2222221,2.7777777,,,,7,9,11,-6,-1,0
2020-02-21,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,0,4,,,,0,0,0,0,0,2.2222221,2.7777777,,,,2,3,18,-1,2,0
2020-02-22,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,11,17,,,,0,0,0,0,0,2.2222221,2.7777777,,,,8,7,19,4,5,-1
2020-02-23,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,6,10,,,,0,0,0,0,0,2.2222221,2.7777777,,,,4,3,8,0,3,0
2020-02-24,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-4,12.5,,,,0,0,0,0,0,2.2222221,2.7777777,,,,-1,1,1,3,4,0
2020-02-25,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,1,0,,,,0,0,0,0,0,2.2222221,2.7777777,,,,2,3,13,2,5,0
2020-02-26,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-3,-1.5,,,,0,0,0,0,0,2.2222221,2.7777777,,,,5,7,8,1,5,-1
2020-02-27,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-4,-4,,,,0,0,0,0,0,2.2222221,2.7777777,,,,7,10,13,1,2,0
2020-02-28,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,3,-1,,,,0,0,0,0,0,2.2222221,2.7777777,,,,8,11,13,6,4,-1
2020-02-29,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,4,6,,,,0,0,0,0,0,2.2222221,2.7777777,,,,5,7,8,4,5,0
2020-03-01,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-9,5.5,30.4373876572798,217.7,166.9,0,0,0,0,0,2.2222221,2.7777777,,,,8,10,13,4,4,-1
2020-03-02,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-11,-7,,,,0,0,0,0,0,2.2222221,2.7777777,,,,4,7,3,1,5,0
2020-03-03,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-9,-11.5,,,,0,0,0,0,0,2.2222221,2.7777777,,,,5,9,13,0,5,0
2020-03-04,Alberta,0,0,,,0,0,,,,,,,,,4307110,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-4,-8.5,,,,0,0,0,0,0,4.4444442,5.5555553,,,,4,7,4,0,5,0
2020-03-05,Alberta,1,1,,,0,0,,,,,,,,,4307110,2.3217424e-07,,0,2.3217424e-07,,0,0,,,,,,,,,,,,,,,,,,,,.14285715,.14285715,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-2,-8.5,,,,0,0,0,0,0,4.4444442,5.5555553,,,,6,9,2,0,4,0
2020-03-06,Alberta,2,1,,,0,0,,,,,,,,,4307110,4.6434849e-07,,0,2.3217424e-07,,0,.69314718,,,,,,,,,,,,,,,,,,,,.2857143,.42857143,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,2,-4,,,,0,0,0,0,0,4.4444442,5.5555553,,,,4,9,9,3,6,0
2020-03-07,Alberta,2,0,,,0,0,,,,,,,,,4307110,4.6434849e-07,,0,0,,0,.69314718,,,,,,,,,,,,,,,,,,,,.2857143,.71428573,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-10,-5,,,,0,0,0,0,0,4.4444442,5.5555553,,,,-2,2,-11,-6,3,2
2020-03-08,Alberta,4,2,0,0,0,0,,,,,,,,,4307110,9.2869698e-07,0,0,4.6434849e-07,0,0,1.3862944,,,0,,,,,,,,,,,,,,,,4,.5714286,1.2857143,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-4,-9.5,,,,0,0,0,0,0,4.4444442,5.5555553,,,,-1,3,-10,-4,2,1
2020-03-09,Alberta,14,10,0,0,0,0,,,,,,,,,4307110,3.2504395e-06,0,0,2.3217424e-06,0,0,2.6390574,,,0,,,,,,,,,,,,,,,,14,2,3.2857144,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-11,-15.5,,,,0,0,0,0,0,4.4444442,5.5555553,,,,2,7,16,-1,4,0
2020-03-10,Alberta,14,0,0,0,0,0,,,,,,,,,4307110,3.2504395e-06,0,0,0,0,0,2.6390574,,,0,,,,,,,,,,,,,,,,14,2,5.2857141,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-8,-16.5,,,,0,0,0,0,0,4.4444442,5.5555553,,,,2,5,9,-4,4,1
2020-03-11,Alberta,19,5,0,0,0,0,,,,,,,,,4307110,4.4113108e-06,0,0,1.1608712e-06,0,0,2.9444389,,,0,,,,,,,,,,,,,,,,19,2.7142856,8,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-7,-19.5,,,,0,0,0,0,0,4.4444442,5.5555553,,,,3,11,16,-5,4,1
2020-03-12,Alberta,23,4,0,0,0,0,,,,,,,,,4307110,5.3400076e-06,0,0,9.2869698e-07,0,0,3.1354942,,,0,,,,,,,,,,,,,,,,23,3.1428571,11.142858,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-27,-23,,,,0,20,0,0,2.2222223,10,12.5,,,,4,29,-6,-8,2,1
2020-03-13,Alberta,29,6,0,0,0,0,,,,,,,,,4307110,6.7330529e-06,0,0,1.3930454e-06,0,0,3.3672957,,,0,,,,,,,,,,,,,,,,29,3.8571429,15,,,0,0,,0,0,,,,,,,0,0,,,,,,,,,-48,-33,,,,0,20,0,0,2.2222223,10,12.5,,,,-8,30,-28,-17,-3,5
2020-03-14,Alberta,39,10,0,0,0,0,,,,,,,,,4307110,9.0547956e-06,0,0,2.3217424e-06,0,0,3.6635616,,,0,,,,,,,,,,,,,,,,39,5.2857141,20.285715,0,0,0,0,20.285715,0,0,,,,,,,0,0,,,,,,,,,-51,-42,,,,50,20,0,0,4.4444447,11.666666,14.583333,,,,-19,12,-45,-26,-5,7
2020-03-15,Alberta,56,17,0,0,0,0,7108,7108,,,,,,,4307110,.000013001758,0,0,3.9469619e-06,0,0,4.0253515,,,0,.0016502945,.0016502945,8.8689766,,,,,,,,,,,,,56,7.4285712,27.714285,0,0,0,0,27.714285,0,0,,,,,,,0,0,,,,,,,,,-54,-39.5,,,,50,20,0,0,4.4444447,18.333334,22.916666,,,,-18,9,-28,-25,-7,5
2020-03-16,Alberta,74,18,0,0,0,0,10598,3490,,,,,,,4307110,.000017180893,0,0,4.1791363e-06,0,0,4.3040652,,,0,.0024605826,.00081028813,9.2684202,,,,,,,,,,,,,74,8.5714283,36.285713,0,0,0,0,36.285713,0,0,,,,,,,0,0,,,,,,,,,-73,-62,,,,50,20,0,0,4.4444447,22.777777,28.472221,,,,-11,31,-13,-39,-22,9
2020-03-17,Alberta,97,23,0,0,0,0,12355,1757,,,,,,,4307110,.000022520902,0,0,5.3400076e-06,0,0,4.5747108,,,0,.0028685126,.00040793014,9.4218159,,,,,,,,,,,,,97,11.857142,48.142857,0,0,0,0,48.142857,0,0,,,,,,,0,0,,,,,,,,,-96,-69.5,,,,50,20,0,0,4.4444447,22.821573,28.472221,,,,-21,17,-12,-45,-29,13
2020-03-18,Alberta,119,22,0,0,0,0,14566,2211,,,,,,,4307110,.000027628736,0,0,5.1078332e-06,0,0,4.7791233,,,0,.00338185,.00051333726,9.5864449,,,,,,,,,,,,,119,14.285714,62.42857,0,0,0,0,62.42857,0,0,,,,,,,0,0,,,,,,,918,918,-99,-75,,,,50,20,0,7.6923075,8.8888893,23.831675,28.472221,,,,-31,11,-24,-52,-35,16
2020-03-19,Alberta,146,27,1,1,2,2,17013,2447,,,,,,,4307110,.000033897439,2.3217424e-07,4.6434849e-07,6.2687045e-06,2.3217424e-07,4.6434849e-07,4.9836068,0,.69314718,3,.0039499803,.00056813034,9.7417326,,,,,,,,,,,,,143,17.571428,80,.14285715,.14285715,.2857143,.2857143,79.571426,1,0,1000,2000,3000,,,,.14285715,0,1000,2000,3000,,,,,,-99.279999,-77,,,,50,20,0,7.6923075,8.8888893,23.831675,28.472221,,,,-35,3,-28,-56,-39,18
2020-03-20,Alberta,195,49,1,0,3,1,20360,3347,,,,,,,4307110,.000045273977,2.3217424e-07,6.9652270e-07,.000011376538,0,2.3217424e-07,5.2729998,0,1.0986123,4,.0047270674,.00077708717,9.9213276,,,,,,,,,,,,,191,23.714285,103.71429,.14285715,.2857143,.42857143,.71428573,102.71429,1,0,0,1000,1000,,,,.2857143,0,500,1500,2000,,,,400,1318,-99.389999,-77.5,,,,50,20,3.8461537,11.538462,13.333333,23.831675,28.472221,,,,-38,4,-9,-53,-40,19
2020-03-21,Alberta,226,31,1,0,3,0,23742,3382,,,,,,,4307110,.00005247138,2.3217424e-07,6.9652270e-07,7.1974014e-06,0,0,5.4205351,0,1.0986123,4,.0055122809,.00078521331,10.075001,,,,,,,,,,,,,222,26.714285,130.42857,.14285715,.42857143,.42857143,1.1428572,128.85715,0,0,,,,,,,.2857143,0,500,1500,2000,,,,,,-99.699997,-71.5,,,,50,20,3.8461537,11.538462,13.333333,27.165007,32.638889,,,,-46,-9,8,-47,-30,13
2020-03-22,Alberta,259,33,1,0,3,0,26999,3257,,,,,,,4307110,.00006013313,2.3217424e-07,6.9652270e-07,7.6617498e-06,0,0,5.556828,0,1.0986123,4,.0062684724,.0007561915,10.203555,,,,,,,,,,,,,255,29,159.42857,.14285715,.5714286,.42857143,1.5714285,157.28572,2,0,0,0,0,,,,.5714286,0,250,750,1000,,,,,,-100,-71,,,,50,20,3.8461537,15.384615,15.555555,27.165007,32.638889,,,,-49,-21,16,-51,-34,11
2020-03-23,Alberta,301,42,1,0,3,0,30058,3059,,,,,,,4307110,.000069884445,2.3217424e-07,6.9652270e-07,9.7513184e-06,0,0,5.7071104,0,1.0986123,4,.0069786934,.00071022101,10.310884,,,,,,,,,,,,,297,32.42857,191.85715,.14285715,.71428573,.42857143,2,189.14285,10,1,0,0,0,0,0,0,2,.14285715,71.428574,214.28572,285.71429,1000,3000,4000,,,-100,-80.5,,,,50,20,3.8461537,23.076923,20,27.165007,32.638889,,,,-43,-11,-22,-63,-46,19
2020-03-24,Alberta,358,57,2,1,3,0,32776,2718,,,,,,,4307110,.000083118379,4.6434849e-07,6.9652270e-07,.000013233932,2.3217424e-07,0,5.8805332,.69314718,1.0986123,5,.0076097432,.00063104957,10.397451,,,,,,,,,,,,,353,37.285713,229.14285,.2857143,1,.42857143,2.4285715,225.71428,0,1,,,,1000,0,1000,2,.2857143,142.85715,214.28572,357.14285,1000,1500,2500,250,1568,-99.910004,-83.5,,,,50,20,3.8461537,23.076923,20,27.165007,32.638889,,,,-48,-16,-31,-66,-49,22
2020-03-25,Alberta,419,61,2,0,3,0,35508,2732,,,,,,,4307110,.000097281008,4.6434849e-07,6.9652270e-07,.000014162629,0,0,6.0378709,.69314718,1.0986123,5,.0082440432,.00063430006,10.477513,,,,,,,,,,,,,414,42.857143,272,.2857143,1.2857143,.42857143,2.8571429,267.85715,5,0,0,0,0,,,,2.7142856,.2857143,105.26317,157.89474,263.1579,1000,1500,2500,,,-99.970001,-85.5,,,,50,40,7.6923075,23.076923,24.444445,33.276119,40.277779,,,,-47,-11,-25,-66,-50,22
2020-03-26,Alberta,486,67,2,0,27,24,36660,1152,,,,,,,4307110,.00011283668,4.6434849e-07,6.2687045e-06,.000015555674,0,5.5721816e-06,6.1862087,.69314718,3.2958369,29,.0085115079,.00026746473,10.509441,,,,,,,,,,,,,457,48.57143,320.57144,.14285715,1.4285715,3.5714285,6.4285712,312.71429,4,2,0,6000,6000,0,12000,12000,3.1428571,.5714286,45.454548,1136.3636,1181.8182,250,6249.9995,6499.9995,,,-100,-85,,,,50,40,11.538462,23.076923,26.666666,33.276119,40.277779,,,,-47,-12,-24,-68,-51,22
2020-03-27,Alberta,542,56,2,0,33,6,38215,1555,,,,,,,4307110,.00012583844,4.6434849e-07,7.6617498e-06,.000013001758,0,1.3930454e-06,6.2952662,.69314718,3.4965076,35,.0088725388,.00036103095,10.550983,,,,,,,,,,,,,507,49.57143,370.14285,.14285715,1.5714285,4.2857141,10.714286,357.85715,6,10,0,1000,1000,0,600,600,3.8571429,2,37.037037,1111.1111,1148.1481,71.428574,2142.8572,2214.2856,253,1821,-99.959999,-85,,,,50,40,23.076923,26.923077,35.555557,52.165009,63.888889,,,,-48,-11,-16,-65,-50,23
2020-03-28,Alberta,621,79,2,0,53,20,42527,4312,,,,,,,4307110,.0001441802,4.6434849e-07,.000012305235,.000018341765,0,4.6434848e-06,6.4313312,.69314718,3.9702919,55,.0098736743,.0010011353,10.657894,,,,,,,,,,,,,566,56.42857,426.57144,.14285715,1.7142857,7.1428571,17.857143,407,10,0,0,2000,2000,,,,5.2857141,2,27.027029,1351.3513,1378.3784,71.428574,3571.4285,3642.8572,1400,3221,-100,-79,,,,50,40,23.076923,30.76923,37.777779,52.423592,63.888889,,,,-55,-21,-40,-63,-40,16
2020-03-29,Alberta,661,40,3,1,73,20,44999,2472,,,,,,,4307110,.00015346718,6.9652270e-07,.000016948719,9.2869695e-06,2.3217424e-07,4.6434848e-06,6.4937539,1.0986123,4.2904596,76,.010447608,.00057393475,10.714396,,,,,,,,,,,,,585,57.42857,484,.2857143,2,10,27.857143,454.14285,17,5,58.823528,1176.4706,1235.2941,200,4000,4200,7.4285712,2.7142856,38.46154,1346.1539,1384.6155,105.26317,3684.2107,3789.4739,26005,29226,-100,-76,,,,50,40,23.076923,30.76923,37.777779,52.423592,63.888889,,,,-55,-29,-23,-63,-41,13
2020-03-30,Alberta,690,29,8,5,94,21,46057,1058,,,,,,,4307110,.00016020023,1.8573940e-06,.000021824379,6.7330529e-06,1.1608712e-06,4.8756592e-06,6.5366917,2.0794415,4.5432949,102,.010693249,.00024564035,10.737635,,,,,,,,,,,,,588,55.57143,539.57141,1,3,13,40.857143,495.71429,18,4,277.77777,1166.6666,1444.4445,1250,5250,6500,8.5714283,3.1428571,116.66667,1516.6667,1633.3334,318.18182,4136.3638,4454.5454,100,29326,-100,-84.5,,,,50,40,26.923077,30.76923,40,52.423592,63.888889,,,,-50,-22,-49,-71,-52,21
2020-03-31,Alberta,754,64,9,1,120,26,48692,2635,,,,,,,4307110,.00017505938,2.0895682e-06,.00002786091,.000014859152,2.3217424e-07,6.0365305e-06,6.6253924,2.1972246,4.7874918,129,.011305029,.00061177911,10.79327,,,,,,,,,,,,,625,56.57143,596.14288,1,4,16.714285,57.57143,534.57141,23,6,43.47826,1130.4348,1173.9131,166.66667,4333.3335,4500,11.857142,3.8571429,84.337349,1409.6385,1493.9758,259.25925,4333.333,4592.5923,1200,30526,-100,-84.5,,,,50,40,26.923077,30.76923,40,52.423592,63.888889,,,,-51,-21,-47,-70,-53,23
2020-04-01,Alberta,871,117,11,2,142,22,53141,4449,,,,,,,4307110,.00020222376,2.5539166e-06,.000032968743,.000027164386,4.6434849e-07,5.1078332e-06,6.7696419,2.3978953,4.9558272,153,.012337971,.0010329433,10.880704,,,,,,,,,,,,,718,64.571426,660.71429,1.2857143,5.2857141,19.857143,77.428574,578,22,10,90.909088,1000,1090.9091,200,2200,2400,14.285714,5.2857141,90,1390,1480,243.24324,3756.7568,4000.0002,50,30576,-100,-85.5,82.05596107055962,299.3,164.4,50,40,26.923077,34.615383,42.222221,52.423592,63.888889,,,,-47,-13,-49,-71,-53,23
2020-04-02,Alberta,968,97,13,2,174,32,57096,3955,,,,,,,4307110,.00022474467,3.0182653e-06,.000040398318,.000022520902,4.6434849e-07,7.4295758e-06,6.8752322,2.5649493,5.1590552,187,.01325622,.00091824913,10.952489,,,,,,,,,,,,,781,68.85714,729.57141,1.5714285,6.8571429,21,98.428574,624.28571,27,17,74.074074,1185.1852,1259.2593,117.64706,1882.3529,2000,17.571428,7.4285712,89.430893,1195.1219,1284.5529,211.53847,2826.9231,3038.4617,,,-100,-84,,,,50,40,26.923077,38.46154,44.444443,52.423592,63.888889,,,,-49,-15,-48,-72,-53,24
2020-04-03,Alberta,1075,107,18,5,196,22,61960,4864,,,,,,,4307110,.00024958732,4.1791363e-06,.000045506153,.000024842644,1.1608712e-06,5.1078332e-06,6.9800758,2.8903718,5.2781148,214,.014385516,.0011292956,11.034245,,,,,,,,,,,,,861,76.14286,805.71429,2.2857144,9.1428576,23.285715,121.71429,674.85712,49,18,102.04082,448.97958,551.02039,277.77777,1222.2222,1500,23.714285,8.5714283,96.385551,981.9278,1078.3134,266.66669,2716.6667,2983.3335,,,-100,-86,,,,50,40,26.923077,42.307693,46.666668,52.423592,63.888889,,,,-51,-16,-49,-71,-52,25
2020-04-04,Alberta,1181,106,20,2,196,0,64108,2148,,,,,,,4307110,.00027419778,4.6434848e-06,.000045506153,.00002461047,4.6434849e-07,0,7.0741167,2.9957323,5.2781148,216,.014884226,.00049871026,11.068324,,,,,,,,,,,,,965,80,885.71429,2.5714285,11.714286,20.428572,142.14285,731.85712,31,23,64.516129,0,64.516129,86.95652,0,86.95652,26.714285,11.857142,96.256683,764.70593,860.96259,216.86748,1722.8916,1939.7592,,,-100,-81.5,,,,50,40,26.923077,42.307693,46.666668,52.423592,63.888889,,,,-53,-20,-31,-63,-42,16
2020-04-05,Alberta,1250,69,23,3,279,83,65093,985,,,,,,,4307110,.00029021781,5.3400076e-06,.000064776614,.000016020023,6.9652270e-07,.000019270463,7.130899,3.1354942,5.6312118,302,.015112918,.00022869163,11.083572,,,,,,,,,,,,,948,84.14286,969.85712,2.8571429,14.571428,29.428572,171.57143,783.71429,33,22,90.909088,2515.1516,2606.0605,136.36363,3772.7273,3909.0908,29,14.285714,98.522171,1014.7783,1113.3005,200,2060,2260,,,-100,-81.5,,,,50,40,26.923077,42.307693,46.666668,52.423592,63.888889,,,,-57,-33,-51,-69,-43,14
2020-04-06,Alberta,1348,98,24,1,361,82,65914,821,,,,,,,4307110,.00031297086,5.5721816e-06,.000083814899,.000022753076,2.3217424e-07,.000019038287,7.2063775,3.1780539,5.8888779,385,.015303533,.00019061506,11.096107,,,,,,,,,,,,,963,94,1063.8572,2.2857144,16.857143,38.142857,209.71428,837.28571,42,27,23.809525,1952.381,1976.1904,37.037037,3037.0371,3074.074,32.42857,17.571428,70.484589,1176.2115,1246.696,130.08131,2170.7317,2300.813,,,-100,-85.5,,,,50,40,30.76923,46.153847,51.111111,52.423592,63.888889,,,,-47,-17,-26,-69,-52,21
