date,province,region,healthregion,cases,new_cases,deaths,new_deaths,recovered,new_recovered,pop,lcases,ldeaths,lrecovered,casespc,deathspc,recoveredpc,new_casespc,new_deathspc,new_recoveredpc,deathrecovered,active,casesmv7,deathsmv7,recoveredmv7,activemv7,active14,active18,lactive14,lactive18,deathactive14,recoveredactive14,deathrecoveredactive14,deathactive18,recoveredactive18,deathrecoveredactive18,active14mv7,active18mv7,lactive14mv7,lactive18mv7,deathactive14mv7,recoveredactive14mv7,deathrecoveredactive14mv7,deathactive18mv7,recoveredactive18mv7,deathrecoveredactive18mv7
2020-06-26,Quebec,Côte-Nord,"Côte-Nord, Quebec",119,0,0,0,0,0,91213,4.7791233,,,.0013046386,0,0,0,0,0,0,119,119,0,0,119,119,119,4.7791233,4.7791233,0,0,0,0,0,0,118.28571,116,4.7731028,4.7535901,0,0,0,0,0,0
2020-01-25,Ontario,Durham,"Durham, Ontario",0,,0,,0,,683604,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-01,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-02,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-03,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-04,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-05,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-06,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-07,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-08,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-09,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-10,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-11,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-12,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2020-02-13,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2020-02-14,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-15,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-16,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-17,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-18,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-19,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-20,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-21,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-22,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-23,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-24,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-25,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-26,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-27,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-28,Ontario,Durham,"Durham, Ontario",0,0,0,0,0,0,683604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-29,Ontario,Durham,"Durham, Ontario",2,2,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,2.9256705e-06,0,0,0,2,.2857143,0,0,.2857143,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-01,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,.5714286,0,0,.5714286,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-02,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,.85714287,0,0,.85714287,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-03,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,1.1428572,0,0,1.1428572,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-04,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,1.4285715,0,0,1.4285715,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-05,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,1.7142857,0,0,1.7142857,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-06,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-07,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-08,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-09,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-10,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-11,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-12,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-13,Ontario,Durham,"Durham, Ontario",2,0,0,0,0,0,683604,.69314718,,,2.9256705e-06,0,0,0,0,0,0,2,2,0,0,2,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-14,Ontario,Durham,"Durham, Ontario",5,3,0,0,0,0,683604,1.6094379,,,7.3141759e-06,0,0,4.3885057e-06,0,0,0,5,2.4285715,0,0,2.4285715,2,0,.69314718,,0,0,0,,,,.2857143,0,-1.2527629,,0,0,0,,,
2020-03-15,Ontario,Durham,"Durham, Ontario",7,2,0,0,0,0,683604,1.9459101,,,.000010239846,0,0,2.9256705e-06,0,0,0,7,3.1428571,0,0,3.1428571,2,0,.69314718,,0,0,0,,,,.5714286,0,-.55961573,,0,0,0,,,
2020-03-16,Ontario,Durham,"Durham, Ontario",8,1,0,0,0,0,683604,2.0794415,,,.000011702682,0,0,1.4628353e-06,0,0,0,8,4,0,0,4,2,0,.69314718,,0,0,0,,,,.85714287,0,-.15415066,,0,0,0,,,
2020-03-17,Ontario,Durham,"Durham, Ontario",8,0,0,0,0,0,683604,2.0794415,,,.000011702682,0,0,0,0,0,0,8,4.8571429,0,0,4.8571429,2,0,.69314718,,0,0,0,,,,1.1428572,0,.13353144,,0,0,0,,,
2020-03-18,Ontario,Durham,"Durham, Ontario",8,0,0,0,0,0,683604,2.0794415,,,.000011702682,0,0,0,0,0,0,8,5.7142859,0,0,5.7142859,2,2,.69314718,.69314718,0,0,0,0,0,0,1.4285715,.2857143,.35667497,-1.2527629,0,0,0,0,0,0
2020-03-19,Ontario,Durham,"Durham, Ontario",12,4,0,0,0,0,683604,2.4849067,,,.000017554023,0,0,5.8513410e-06,0,0,0,12,7.1428571,0,0,7.1428571,2,2,.69314718,.69314718,0,0,0,0,0,0,1.7142857,.5714286,.53899652,-.55961573,0,0,0,0,0,0
2020-03-20,Ontario,Durham,"Durham, Ontario",23,11,0,0,0,0,683604,3.1354942,,,.00003364521,0,0,.000016091188,0,0,0,23,10.142858,0,0,10.142858,2,2,.69314718,.69314718,0,0,0,0,0,0,2,.85714287,.69314718,-.15415066,0,0,0,0,0,0
2020-03-21,Ontario,Durham,"Durham, Ontario",27,4,0,0,0,0,683604,3.2958369,,,.00003949655,0,0,5.8513410e-06,0,0,0,27,13.285714,0,0,13.285714,2,2,.69314718,.69314718,0,0,0,0,0,0,2,1.1428572,.69314718,.13353144,0,0,0,0,0,0
2020-03-22,Ontario,Durham,"Durham, Ontario",29,2,0,0,0,0,683604,3.3672957,,,.00004242222,0,0,2.9256705e-06,0,0,0,29,16.428572,0,0,16.428572,2,2,.69314718,.69314718,0,0,0,0,0,0,2,1.4285715,.69314718,.35667497,0,0,0,0,0,0
2020-03-23,Ontario,Durham,"Durham, Ontario",35,6,0,0,0,0,683604,3.5553482,,,.000051199233,0,0,8.7770113e-06,0,0,0,35,20.285715,0,0,20.285715,2,2,.69314718,.69314718,0,0,0,0,0,0,2,1.7142857,.69314718,.53899652,0,0,0,0,0,0
2020-03-24,Ontario,Durham,"Durham, Ontario",44,9,1,1,0,0,683604,3.7841897,0,,.000064364751,1.4628353e-06,0,.000013165517,1.4628353e-06,0,1,43,25.428572,.14285715,0,25.285715,2,2,.69314718,.69314718,500,0,500,500,0,500,2,2,.69314718,.69314718,71.428574,0,71.428574,71.428574,0,71.428574
2020-03-25,Ontario,Durham,"Durham, Ontario",53,9,1,0,0,0,683604,3.9702919,0,,.000077530269,1.4628353e-06,0,.000013165517,0,0,1,52,31.857143,.2857143,0,31.571428,2,2,.69314718,.69314718,500,0,500,500,0,500,2,2,.69314718,.69314718,142.85715,0,142.85715,142.85715,0,142.85715
2020-03-26,Ontario,Durham,"Durham, Ontario",58,5,3,2,0,0,683604,4.0604429,1.0986123,,.00008484444,4.3885057e-06,0,7.3141759e-06,2.9256705e-06,0,3,55,38.42857,.71428573,0,37.714287,2,2,.69314718,.69314718,1500,0,1500,1500,0,1500,2,2,.69314718,.69314718,357.14285,0,357.14285,357.14285,0,357.14285
2020-03-27,Ontario,Durham,"Durham, Ontario",68,10,3,0,0,0,683604,4.2195077,1.0986123,,.000099472796,4.3885057e-06,0,.000014628352,0,0,3,65,44.857143,1.1428572,0,43.714287,2,2,.69314718,.69314718,1500,0,1500,1500,0,1500,2,2,.69314718,.69314718,571.42859,0,571.42859,571.42859,0,571.42859
2020-03-28,Ontario,Durham,"Durham, Ontario",78,10,3,0,0,0,683604,4.356709,1.0986123,,.00011410115,4.3885057e-06,0,.000014628352,0,0,3,75,52.142857,1.5714285,0,50.57143,5,2,1.6094379,.69314718,600,0,600,1500,0,1500,2.4285715,2,.88730323,.69314718,647.05878,0,647.05878,785.71429,0,785.71429
2020-03-29,Ontario,Durham,"Durham, Ontario",88,10,3,0,0,0,683604,4.4773369,1.0986123,,.0001287295,4.3885057e-06,0,.000014628352,0,0,3,85,60.57143,2,0,58.57143,7,2,1.9459101,.69314718,428.57144,0,428.57144,1500,0,1500,3.1428571,2,1.1451323,.69314718,636.36365,0,636.36365,1000,0,1000
2020-03-30,Ontario,Durham,"Durham, Ontario",99,11,3,0,0,0,683604,4.59512,1.0986123,,.00014482069,4.3885057e-06,0,.000016091188,0,0,3,96,69.714287,2.4285715,0,67.285713,8,2,2.0794415,.69314718,375,0,375,1500,0,1500,4,2,1.3862944,.69314718,607.14288,0,607.14288,1214.2858,0,1214.2858
2020-03-31,Ontario,Durham,"Durham, Ontario",111,12,5,2,0,0,683604,4.7095304,1.6094379,,.00016237471,7.3141759e-06,0,.000017554023,2.9256705e-06,0,5,106,79.285713,3,0,76.285713,8,2,2.0794415,.69314718,625,0,625,2500,0,2500,4.8571429,2,1.5804504,.69314718,617.64703,0,617.64703,1500,0,1500
2020-04-01,Ontario,Durham,"Durham, Ontario",150,39,6,1,0,0,683604,5.0106354,1.7917595,,.00021942529,8.7770113e-06,0,.000057050573,1.4628353e-06,0,6,144,93.14286,3.7142856,0,89.428574,8,5,2.0794415,1.6094379,750,0,750,1200,0,1200,5.7142859,2.4285715,1.7429693,.88730323,649.99994,0,649.99994,1529.4117,0,1529.4117
2020-04-02,Ontario,Durham,"Durham, Ontario",173,23,9,3,0,0,683604,5.1532917,2.1972246,,.0002530705,.000013165517,0,.00003364521,4.3885057e-06,0,9,164,109.57143,4.5714288,0,105,12,7,2.4849067,1.9459101,750,0,750,1285.7142,0,1285.7142,7.1428571,3.1428571,1.9661129,1.1451323,640.00006,0,640.00006,1454.5455,0,1454.5455
2020-04-03,Ontario,Durham,"Durham, Ontario",183,10,9,0,0,0,683604,5.209486,2.1972246,,.00026769884,.000013165517,0,.000014628352,0,0,9,174,126,5.4285712,0,120.57143,23,8,3.1354942,2.0794415,391.30435,0,391.30435,1125,0,1125,10.142858,4,2.3167698,1.3862944,535.21124,0,535.21124,1357.1428,0,1357.1428
2020-04-04,Ontario,Durham,"Durham, Ontario",221,38,13,4,0,0,683604,5.3981628,2.5649493,,.00032328657,.000019016858,0,.000055587738,5.8513410e-06,0,13,208,146.42857,6.8571429,0,139.57143,27,8,3.2958369,2.0794415,481.48148,0,481.48148,1625,0,1625,13.285714,4.8571429,2.5866892,1.5804504,516.12903,0,516.12903,1411.7646,0,1411.7646
2020-04-05,Ontario,Durham,"Durham, Ontario",232,11,15,2,0,0,683604,5.4467373,2.7080503,,.00033937776,.000021942527,0,.000016091188,2.9256705e-06,0,15,217,167,8.5714283,0,158.42857,29,8,3.3672957,2.0794415,517.24139,0,517.24139,1875,0,1875,16.428572,5.7142859,2.799022,1.7429693,521.73907,0,521.73907,1499.9999,0,1499.9999
2020-04-06,Ontario,Durham,"Durham, Ontario",243,11,16,1,0,0,683604,5.4930615,2.7725887,,.00035546895,.000023405364,0,.000016091188,1.4628353e-06,0,16,227,187.57143,10.428572,0,177.14285,35,12,3.5553482,2.4849067,457.14285,0,457.14285,1333.3334,0,1333.3334,20.285715,7.1428571,3.009917,1.9661129,514.08447,0,514.08447,1460,0,1460
2020-04-07,Ontario,Durham,"Durham, Ontario",266,23,18,2,0,0,683604,5.5834961,2.8903718,,.00038911417,.000026331034,0,.00003364521,2.9256705e-06,0,18,248,209.71428,12.285714,0,197.42857,43,23,3.7612002,3.1354942,418.60464,0,418.60464,782.6087,0,782.6087,25.285715,10.142858,3.2302396,2.3167698,485.87567,0,485.87567,1211.2676,0,1211.2676
2020-04-08,Ontario,Durham,"Durham, Ontario",277,11,18,0,0,0,683604,5.6240177,2.8903718,,.00040520536,.000026331034,0,.000016091188,0,0,18,259,227.85715,14,0,213.85715,52,27,3.9512436,3.2958369,346.15384,0,346.15384,666.66669,0,666.66669,31.571428,13.285714,3.4522526,2.5866892,443.4389,0,443.4389,1053.7634,0,1053.7634
2020-04-09,Ontario,Durham,"Durham, Ontario",299,22,19,1,0,0,683604,5.7004437,2.9444389,,.00043738773,.000027793869,0,.000032182375,1.4628353e-06,0,19,280,245.85715,15.428572,0,230.42857,55,29,4.0073333,3.3672957,345.45456,0,345.45456,655.17242,0,655.17242,37.714287,16.428572,3.630039,2.799022,409.09091,0,409.09091,939.13043,0,939.13043
2020-04-10,Ontario,Durham,"Durham, Ontario",318,19,20,1,0,0,683604,5.7620516,2.9957323,,.0004651816,.000029256704,0,.000027793869,1.4628353e-06,0,20,298,265.14285,17,0,248.14285,65,35,4.1743875,3.5553482,307.69232,0,307.69232,571.42859,0,571.42859,43.714287,20.285715,3.7776749,3.009917,388.88889,0,388.88889,838.02814,0,838.02814
2020-04-11,Ontario,Durham,"Durham, Ontario",334,16,21,1,0,0,683604,5.811141,3.0445225,,.00048858696,.000030719541,0,.000023405364,1.4628353e-06,0,21,313,281.28571,18.142857,0,263.14285,75,43,4.3174882,3.7612002,280,0,280,488.3721,0,488.3721,50.57143,25.285715,3.9233868,3.2302396,358.75705,0,358.75705,717.5141,0,717.5141
2020-04-12,Ontario,Durham,"Durham, Ontario",356,22,21,0,0,0,683604,5.8749309,3.0445225,,.00052076933,.000030719541,0,.000032182375,0,0,21,335,299,19,0,280,85,52,4.4426513,3.9512436,247.05882,0,247.05882,403.84616,0,403.84616,58.57143,31.571428,4.0702472,3.4522526,324.39023,0,324.39023,601.80994,0,601.80994
2020-04-13,Ontario,Durham,"Durham, Ontario",368,12,22,1,0,0,683604,5.908083,3.0910425,,.00053832337,.000032182375,0,.000017554023,1.4628353e-06,0,22,346,316.85715,19.857143,0,297,96,55,4.5643482,4.0073333,229.16667,0,229.16667,400,0,400,67.285713,37.714287,4.2089481,3.630039,295.11679,0,295.11679,526.51514,0,526.51514
2020-04-14,Ontario,Durham,"Durham, Ontario",442,74,30,8,0,0,683604,6.09131,3.4011974,,.00064657314,.000043885055,0,.00010824981,.000011702682,0,30,412,342,21.571428,0,320.42856,106,65,4.6634393,4.1743875,283.01886,0,283.01886,461.53845,0,461.53845,76.285713,43.714287,4.3344855,3.7776749,282.77155,0,282.77155,493.46402,0,493.46402
2020-04-15,Ontario,Durham,"Durham, Ontario",456,14,33,3,0,0,683604,6.1224928,3.4965076,,.00066705287,.000048273563,0,.000020479692,4.3885057e-06,0,33,423,367.57144,23.714285,0,343.85715,144,75,4.9698133,4.3174882,229.16667,0,229.16667,440,0,440,89.428574,50.57143,4.4934402,3.9233868,265.17569,0,265.17569,468.92651,0,468.92651
2020-04-16,Ontario,Durham,"Durham, Ontario",496,40,37,4,0,0,683604,6.2065759,3.6109178,,.00072556623,.000054124903,0,.000058513408,5.8513410e-06,0,37,459,395.71429,26.285715,0,369.42856,164,85,5.0998664,4.4426513,225.60976,0,225.60976,435.29413,0,435.29413,105,58.57143,4.6539602,4.0702472,250.34015,0,250.34015,448.78049,0,448.78049
2020-04-17,Ontario,Durham,"Durham, Ontario",531,35,40,3,0,0,683604,6.2747622,3.6888795,,.00077676552,.000058513408,0,.000051199233,4.3885057e-06,0,40,491,426.14285,29.142857,0,397,174,96,5.1590552,4.5643482,229.88506,0,229.88506,416.66666,0,416.66666,120.57143,67.285713,4.7922425,4.2089481,241.70616,0,241.70616,433.12103,0,433.12103
2020-04-18,Ontario,Durham,"Durham, Ontario",568,37,47,7,0,0,683604,6.3421216,3.8501475,,.00083089038,.000068753252,0,.000054124903,.000010239846,0,47,521,459.57144,32.857143,0,426.71429,208,106,5.3375382,4.6634393,225.96153,0,225.96153,443.39624,0,443.39624,139.57143,76.285713,4.9385767,4.3344855,235.41454,0,235.41454,430.71161,0,430.71161
2020-04-19,Ontario,Durham,"Durham, Ontario",621,53,51,4,0,0,683604,6.4313312,3.9318256,,.00090842065,.000074604599,0,.000077530269,5.8513410e-06,0,51,570,497.42856,37.142857,0,460.28571,217,144,5.3798971,4.9698133,235.02304,0,235.02304,354.16666,0,354.16666,158.42857,89.428574,5.0653038,4.4934402,234.44543,0,234.44543,415.33545,0,415.33545
2020-04-20,Ontario,Durham,"Durham, Ontario",672,51,59,8,0,0,683604,6.5102582,4.0775375,,.0009830253,.000086307278,0,.000074604599,.000011702682,0,59,613,540.85712,42.42857,0,498.42856,227,164,5.4249501,5.0998664,259.9119,0,259.9119,359.7561,0,359.7561,177.14285,105,5.1769567,4.6539602,239.51613,0,239.51613,404.0816,0,404.0816
2020-04-21,Ontario,Durham,"Durham, Ontario",712,40,66,7,0,0,683604,6.568078,4.1896548,,.0010415387,.000096547126,0,.000058513408,.000010239846,0,66,646,579.42859,47.57143,0,531.85712,248,174,5.5134287,5.1590552,266.12903,0,266.12903,379.31033,0,379.31033,197.42857,120.57143,5.285377,4.7922425,240.95514,0,240.95514,394.54977,0,394.54977
2020-04-22,Ontario,Durham,"Durham, Ontario",757,45,74,8,0,0,683604,6.6293631,4.3040652,,.0011073663,.00010824981,0,.000065827582,.000011702682,0,74,683,622.42859,53.42857,0,569,259,208,5.556828,5.3375382,285.71429,0,285.71429,355.76923,0,355.76923,213.85715,139.57143,5.3653083,4.9385767,249.83299,0,249.83299,382.8045,0,382.8045
2020-04-23,Ontario,Durham,"Durham, Ontario",781,24,76,2,0,0,683604,6.6605749,4.3307333,,.0011424742,.00011117548,0,.000035108045,2.9256705e-06,0,76,705,663.14288,59,0,604.14288,280,217,5.6347895,5.3798971,271.42856,0,271.42856,350.23041,0,350.23041,230.42857,158.42857,5.4399409,5.0653038,256.04465,0,256.04465,372.40756,0,372.40756
2020-04-24,Ontario,Durham,"Durham, Ontario",810,29,81,5,0,0,683604,6.6970344,4.3944492,,.0011848966,.00011848965,0,.00004242222,7.3141759e-06,0,81,729,703,64.85714,0,638.14288,298,227,5.6970935,5.4249501,271.81207,0,271.81207,356.82819,0,356.82819,248.14285,177.14285,5.5140047,5.1769567,261.37018,0,261.37018,366.12903,0,366.12903
2020-04-25,Ontario,Durham,"Durham, Ontario",836,26,83,2,0,0,683604,6.7286286,4.4188404,,.0012229303,.00012141532,0,.000038033715,2.9256705e-06,0,83,753,741.28571,70,0,671.28571,313,248,5.7462034,5.5134287,265.17572,0,265.17572,334.67743,0,334.67743,263.14285,197.42857,5.5726972,5.285377,266.0152,0,266.0152,354.55859,0,354.55859
2020-04-26,Ontario,Durham,"Durham, Ontario",875,39,93,10,0,0,683604,6.7742238,4.5325994,,.0012799808,.00013604367,0,.000057050573,.000014628352,0,93,782,777.57141,76,0,701.57141,335,259,5.8141303,5.556828,277.61194,0,277.61194,359.07336,0,359.07336,280,213.85715,5.6347895,5.3653083,271.42856,0,271.42856,355.37741,0,355.37741
2020-04-27,Ontario,Durham,"Durham, Ontario",899,24,93,0,0,0,683604,6.8012829,4.5325994,,.0013150888,.00013604367,0,.000035108045,0,0,93,806,810,80.85714,0,729.14288,346,280,5.8464389,5.6347895,268.78613,0,268.78613,332.14285,0,332.14285,297,230.42857,5.6937323,5.4399409,272.24625,0,272.24625,350.89893,0,350.89893
2020-04-28,Ontario,Durham,"Durham, Ontario",923,24,100,7,0,0,683604,6.8276291,4.6051702,,.0013501969,.00014628352,0,.000035108045,.000010239846,0,100,823,840.14288,85.714287,0,754.42859,412,298,6.0210233,5.6970935,242.71844,0,242.71844,335.57047,0,335.57047,320.42856,248.14285,5.7696595,5.5140047,267.4989,0,267.4989,345.42316,0,345.42316
2020-04-29,Ontario,Durham,"Durham, Ontario",933,10,103,3,0,0,683604,6.8384051,4.6347289,,.0013648253,.00015067203,0,.000014628352,4.3885057e-06,0,103,830,865.28571,89.85714,0,775.42859,423,313,6.0473723,5.7462034,243.49883,0,243.49883,329.07349,0,329.07349,343.85715,263.14285,5.8402262,5.5726972,261.32114,0,261.32114,341.47665,0,341.47665
2020-04-30,Ontario,Durham,"Durham, Ontario",955,22,107,4,0,0,683604,6.8617115,4.6728287,,.0013970076,.00015652337,0,.000032182375,5.8513410e-06,0,107,848,890.14288,94.285713,0,795.85712,459,335,6.1290503,5.8141303,233.11546,0,233.11546,319.40298,0,319.40298,369.42856,280,5.9119573,5.6347895,255.22043,0,255.22043,336.73468,0,336.73468
2020-05-01,Ontario,Durham,"Durham, Ontario",995,40,113,6,0,0,683604,6.9027429,4.7273879,,.001455521,.00016530039,0,.000058513408,8.7770113e-06,0,113,882,916.57141,98.85714,0,817.71429,491,346,6.196444,5.8464389,230.14256,0,230.14256,326.5896,0,326.5896,397,297,5.9839363,5.6937323,249.01042,0,249.01042,332.85233,0,332.85233
2020-05-02,Ontario,Durham,"Durham, Ontario",1020,25,119,6,0,0,683604,6.9275579,4.7791233,,.0014920919,.00017407739,0,.00003657088,8.7770113e-06,0,119,901,942.85712,104,0,838.85712,521,412,6.2557502,6.0210233,228.40691,0,228.40691,288.83496,0,288.83496,426.71429,320.42856,6.0561147,5.7696595,243.72279,0,243.72279,324.56534,0,324.56534
2020-05-03,Ontario,Durham,"Durham, Ontario",1046,26,123,4,0,0,683604,6.9527287,4.8121843,,.0015301256,.00017992873,0,.000038033715,5.8513410e-06,0,123,923,967.28571,108.28571,0,859,570,423,6.3456364,6.0473723,215.78947,0,215.78947,290.78015,0,290.78015,460.28571,343.85715,6.1318474,5.8402262,235.2576,0,235.2576,314.91483,0,314.91483
