date,province,region,healthregion,cases,new_cases,deaths,new_deaths,recovered,new_recovered,pop,lcases,ldeaths,lrecovered,casespc,deathspc,recoveredpc,new_casespc,new_deathspc,new_recoveredpc,deathrecovered,active,casesmv7,deathsmv7,recoveredmv7,activemv7,active14,active18,lactive14,lactive18,deathactive14,recoveredactive14,deathrecoveredactive14,deathactive18,recoveredactive18,deathrecoveredactive18,active14mv7,active18mv7,lactive14mv7,lactive18mv7,deathactive14mv7,recoveredactive14mv7,deathrecoveredactive14mv7,deathactive18mv7,recoveredactive18mv7,deathrecoveredactive18mv7
2020-01-25,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,,0,,0,,147508,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-01,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-02,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-03,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-04,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-05,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-06,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-07,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-08,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-09,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-10,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-11,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-02-12,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2020-02-13,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2020-02-14,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-15,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-16,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-17,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,
2020-02-18,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-19,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-20,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-21,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-22,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-23,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-24,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-25,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-26,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-27,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-28,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-02-29,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-01,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-02,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-03,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-04,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-05,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-06,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-07,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-08,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-09,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-10,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-11,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-12,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-13,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-14,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-15,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-16,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-17,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-18,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-19,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-20,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-21,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-22,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",0,0,0,0,0,0,147508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-23,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",3,3,0,0,0,0,147508,1.0986123,,,.00002033788,0,0,.00002033788,0,0,0,3,.42857143,0,0,.42857143,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-24,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",5,2,0,0,0,0,147508,1.6094379,,,.000033896467,0,0,.000013558587,0,0,0,5,1.1428572,0,0,1.1428572,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-25,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",5,0,0,0,0,0,147508,1.6094379,,,.000033896467,0,0,0,0,0,0,5,1.8571428,0,0,1.8571428,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-26,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",11,6,0,0,0,0,147508,2.3978953,,,.000074572228,0,0,.000040675761,0,0,0,11,3.4285715,0,0,3.4285715,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-27,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",18,7,0,0,0,0,147508,2.8903718,,,.00012202728,0,0,.000047455054,0,0,0,18,6,0,0,6,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-28,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",24,6,1,1,0,0,147508,3.1780539,0,,.00016270304,6.7792935e-06,0,.000040675761,6.7792935e-06,0,1,23,9.4285717,.14285715,0,9.2857141,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-29,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",27,3,1,0,0,0,147508,3.2958369,0,,.00018304092,6.7792935e-06,0,.00002033788,0,0,1,26,13.285714,.2857143,0,13,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-30,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",28,1,1,0,0,0,147508,3.3322046,0,,.00018982022,6.7792935e-06,0,6.7792935e-06,0,0,1,27,16.857143,.42857143,0,16.428572,0,0,,,,,,,,,0,0,,,,,,,,
2020-03-31,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",34,6,1,0,0,0,147508,3.5263605,0,,.00023049598,6.7792935e-06,0,.000040675761,0,0,1,33,21,.5714286,0,20.428572,0,0,,,,,,,,,0,0,,,,,,,,
2020-04-01,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",41,7,1,0,0,0,147508,3.713572,0,,.00027795104,6.7792935e-06,0,.000047455054,0,0,1,40,26.142857,.71428573,0,25.428572,0,0,,,,,,,,,0,0,,,,,,,,
2020-04-02,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",47,6,1,0,0,0,147508,3.8501475,0,,.00031862679,6.7792935e-06,0,.000040675761,0,0,1,46,31.285715,.85714287,0,30.428572,0,0,,,,,,,,,0,0,,,,,,,,
2020-04-03,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",58,11,1,0,0,0,147508,4.0604429,0,,.00039319901,6.7792935e-06,0,.000074572228,0,0,1,57,37,1,0,36,0,0,,,,,,,,,0,0,,,,,,,,
2020-04-04,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",76,18,2,1,0,0,147508,4.3307333,.69314718,,.00051522627,.000013558587,0,.00012202728,6.7792935e-06,0,2,74,44.42857,1.1428572,0,43.285713,0,0,,,,,,,,,0,0,,,,,,,,
2020-04-05,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",83,7,2,0,0,0,147508,4.4188404,.69314718,,.00056268135,.000013558587,0,.000047455054,0,0,2,81,52.42857,1.2857143,0,51.142857,0,0,,,,,,,,,0,0,,,,,,,,
2020-04-06,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",101,18,2,0,0,0,147508,4.6151204,.69314718,,.00068470865,.000013558587,0,.00012202728,0,0,2,99,62.857143,1.4285715,0,61.42857,3,0,1.0986123,,666.66669,0,666.66669,,,,.42857143,0,-.84729785,,3333.3335,0,3333.3335,,,
2020-04-07,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",108,7,2,0,0,0,147508,4.6821313,.69314718,,.00073216367,.000013558587,0,.000047455054,0,0,2,106,73.428574,1.5714285,0,71.85714,5,0,1.6094379,,400,0,400,,,,1.1428572,0,.13353144,,1374.9999,0,1374.9999,,,
2020-04-08,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",111,3,2,0,0,0,147508,4.7095304,.69314718,,.00075250154,.000013558587,0,.00002033788,0,0,2,109,83.428574,1.7142857,0,81.714287,5,0,1.6094379,,400,0,400,,,,1.8571428,0,.61903918,,923.07697,0,923.07697,,,
2020-04-09,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",119,8,2,0,0,0,147508,4.7791233,.69314718,,.00080673589,.000013558587,0,.000054234348,0,0,2,117,93.714287,1.8571428,0,91.85714,11,0,2.3978953,,181.81818,0,181.81818,,,,3.4285715,0,1.2321436,,541.66663,0,541.66663,,,
2020-04-10,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",130,11,2,0,0,0,147508,4.8675346,.69314718,,.00088130811,.000013558587,0,.000074572228,0,0,2,128,104,2,0,102,18,3,2.8903718,1.0986123,111.11111,0,111.11111,666.66669,0,666.66669,6,.42857143,1.7917595,-.84729785,333.33334,0,333.33334,4666.6665,0,4666.6665
2020-04-11,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",134,4,2,0,0,0,147508,4.89784,.69314718,,.00090842531,.000013558587,0,.000027117174,0,0,2,132,112.28571,2,0,110.28571,23,5,3.1354942,1.6094379,86.95652,0,86.95652,400,0,400,9.2857141,1.1428572,2.228477,.13353144,215.38461,0,215.38461,1749.9999,0,1749.9999
2020-04-12,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",137,3,2,0,0,0,147508,4.919981,.69314718,,.00092876318,.000013558587,0,.00002033788,0,0,2,135,120,2,0,118,26,5,3.2580965,1.6094379,76.92308,0,76.92308,400,0,400,13,1.8571428,2.5649493,.61903918,153.84616,0,153.84616,1076.9231,0,1076.9231
2020-04-13,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",138,1,2,0,0,0,147508,4.9272537,.69314718,,.00093554246,.000013558587,0,6.7792935e-06,0,0,2,136,125.28571,2,0,123.28571,27,11,3.2958369,2.3978953,74.074074,0,74.074074,181.81818,0,181.81818,16.428572,3.4285715,2.799022,1.2321436,121.73913,0,121.73913,583.33331,0,583.33331
2020-04-14,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",138,0,2,0,0,0,147508,4.9272537,.69314718,,.00093554246,.000013558587,0,0,0,0,2,136,129.57143,2,0,127.57143,33,18,3.4965076,2.8903718,60.60606,0,60.60606,111.11111,0,111.11111,20.428572,6,3.0169344,1.7917595,97.9021,0,97.9021,333.33334,0,333.33334
2020-04-15,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",139,1,2,0,0,0,147508,4.934474,.69314718,,.00094232179,.000013558587,0,6.7792935e-06,0,0,2,137,133.57143,2,0,131.57143,40,23,3.6888795,3.1354942,50,0,50,86.95652,0,86.95652,25.428572,9.2857141,3.2358735,2.228477,78.651688,0,78.651688,215.38461,0,215.38461
2020-04-16,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",140,1,2,0,0,0,147508,4.9416423,.69314718,,.00094910106,.000013558587,0,6.7792935e-06,0,0,2,138,136.57143,2,0,134.57143,46,26,3.8286414,3.2580965,43.47826,0,43.47826,76.92308,0,76.92308,30.428572,13,3.4153819,2.5649493,65.727699,0,65.727699,153.84616,0,153.84616
2020-04-17,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",143,3,2,0,0,0,147508,4.9628448,.69314718,,.00096943893,.000013558587,0,.00002033788,0,0,2,141,138.42857,2,0,136.42857,57,27,4.0430512,3.2958369,35.087719,0,35.087719,74.074074,0,74.074074,36,16.428572,3.583519,2.799022,55.555557,0,55.555557,121.73913,0,121.73913
2020-04-18,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",143,0,2,0,0,0,147508,4.9628448,.69314718,,.00096943893,.000013558587,0,0,0,0,2,141,139.71428,2,0,137.71428,74,33,4.3040652,3.4965076,27.027027,0,27.027027,60.60606,0,60.60606,43.285713,20.428572,3.7678227,3.0169344,46.20462,0,46.20462,97.9021,0,97.9021
2020-04-19,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",145,2,2,0,0,0,147508,4.9767337,.69314718,,.00098299759,.000013558587,0,.000013558587,0,0,2,143,140.85715,2,0,138.85715,81,40,4.3944492,3.6888795,24.691359,0,24.691359,50,0,50,51.142857,25.428572,3.9346228,3.2358735,39.106144,0,39.106144,78.651688,0,78.651688
2020-04-20,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",147,2,2,0,0,0,147508,4.9904327,.69314718,,.00099655613,.000013558587,0,.000013558587,0,0,2,145,142.14285,2,0,140.14285,99,46,4.59512,3.8286414,20.202021,0,20.202021,43.47826,0,43.47826,61.42857,30.428572,4.1178751,3.4153819,32.55814,0,32.55814,65.727699,0,65.727699
2020-04-21,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",148,1,2,0,0,0,147508,4.9972124,.69314718,,.0010033355,.000013558587,0,6.7792935e-06,0,0,2,146,143.57143,2,0,141.57143,106,57,4.6634393,4.0430512,18.867924,0,18.867924,35.087719,0,35.087719,71.85714,36,4.2746801,3.583519,27.833004,0,27.833004,55.555557,0,55.555557
2020-04-22,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",148,0,3,1,0,0,147508,4.9972124,1.0986123,,.0010033355,.00002033788,0,0,6.7792935e-06,0,3,145,144.85715,2.1428571,0,142.71428,109,74,4.6913481,4.3040652,27.522936,0,27.522936,40.540539,0,40.540539,81.714287,43.285713,4.4032288,3.7678227,26.223776,0,26.223776,49.504951,0,49.504951
2020-04-23,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,1,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,6.7792935e-06,0,0,3,146,146.14285,2.2857144,0,143.85715,117,81,4.7621741,4.3944492,25.641026,0,25.641026,37.037037,0,37.037037,91.85714,51.142857,4.5202346,3.9346228,24.883362,0,24.883362,44.692741,0,44.692741
2020-04-24,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,147,2.4285715,0,144.57143,128,99,4.8520303,4.59512,23.4375,0,23.4375,30.30303,0,30.30303,102,61.42857,4.6249728,4.1178751,23.809525,0,23.809525,39.534885,0,39.534885
2020-04-25,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,147.85715,2.5714285,0,145.28572,132,106,4.882802,4.6634393,22.727272,0,22.727272,28.301888,0,28.301888,110.28571,71.85714,4.7030745,4.2746801,23.316063,0,23.316063,35.78529,0,35.78529
2020-04-26,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,148.42857,2.7142856,0,145.71428,135,109,4.9052749,4.6913481,22.222221,0,22.222221,27.522936,0,27.522936,118,81.714287,4.7706847,4.4032288,23.00242,0,23.00242,33.216782,0,33.216782
2020-04-27,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,148.71428,2.8571429,0,145.85715,136,117,4.9126549,4.7621741,22.058823,0,22.058823,25.641026,0,25.641026,123.28571,91.85714,4.8145046,4.5202346,23.174973,0,23.174973,31.1042,0,31.1042
2020-04-28,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,148.85715,3,0,145.85715,136,128,4.9126549,4.8520303,22.058823,0,22.058823,23.4375,0,23.4375,127.57143,102,4.8486762,4.6249728,23.516237,0,23.516237,29.411764,0,29.411764
2020-04-29,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,149,3,0,146,137,132,4.919981,4.882802,21.89781,0,21.89781,22.727272,0,22.727272,131.57143,110.28571,4.87955,4.7030745,22.801304,0,22.801304,27.202072,0,27.202072
2020-04-30,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,149,3,0,146,138,135,4.9272537,4.9052749,21.73913,0,21.73913,22.222221,0,22.222221,134.57143,118,4.9020953,4.7706847,22.292994,0,22.292994,25.423729,0,25.423729
2020-05-01,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,149,3,0,146,141,136,4.94876,4.9126549,21.276596,0,21.276596,22.058823,0,22.058823,136.42857,123.28571,4.915801,4.8145046,21.989529,0,21.989529,24.333719,0,24.333719
2020-05-02,Quebec,Abitibi-Témiscamingue,"Abitibi-Témiscamingue, Quebec",149,0,3,0,0,0,147508,5.0039463,1.0986123,,.0010101147,.00002033788,0,0,0,0,3,146,149,3,0,146,141,136,4.94876,4.9126549,21.276596,0,21.276596,22.058823,0,22.058823,137.71428,127.57143,4.9251809,4.8486762,21.784233,0,21.784233,23.516237,0,23.516237
