date_recovered,province,cumulative_recovered
06-08-2020,Manitoba,348.0
05-08-2020,Manitoba,342.0
04-08-2020,Manitoba,341.0
03-08-2020,Manitoba,337.0
02-08-2020,Manitoba,337.0
01-08-2020,Manitoba,337.0
31-07-2020,Manitoba,337.0
30-07-2020,Manitoba,325.0
29-07-2020,Manitoba,325.0
28-07-2020,Manitoba,319.0
27-07-2020,Manitoba,319.0
26-07-2020,Manitoba,319.0
25-07-2020,Manitoba,319.0
24-07-2020,Manitoba,319.0
23-07-2020,Manitoba,319.0
22-07-2020,Manitoba,318.0
21-07-2020,Manitoba,318.0
20-07-2020,Manitoba,318.0
19-07-2020,Manitoba,318.0
18-07-2020,Manitoba,318.0
17-07-2020,Manitoba,318.0
16-07-2020,Manitoba,318.0
15-07-2020,Manitoba,318.0
14-07-2020,Manitoba,318.0
13-07-2020,Manitoba,317.0
12-07-2020,Manitoba,314.0
11-07-2020,Manitoba,314.0
10-07-2020,Manitoba,314.0
09-07-2020,Manitoba,314.0
08-07-2020,Manitoba,312.0
07-07-2020,Manitoba,307.0
06-07-2020,Manitoba,304.0
05-07-2020,Manitoba,302.0
04-07-2020,Manitoba,302.0
03-07-2020,Manitoba,302.0
02-07-2020,Manitoba,302.0
01-07-2020,Manitoba,300.0
30-06-2020,Manitoba,300.0
29-06-2020,Manitoba,300.0
28-06-2020,Manitoba,300.0
27-06-2020,Manitoba,300.0
26-06-2020,Manitoba,300.0
25-06-2020,Manitoba,294.0
24-06-2020,Manitoba,293.0
23-06-2020,Manitoba,293.0
22-06-2020,Manitoba,293.0
21-06-2020,Manitoba,293.0
20-06-2020,Manitoba,293.0
19-06-2020,Manitoba,293.0
18-06-2020,Manitoba,293.0
17-06-2020,Manitoba,293.0
16-06-2020,Manitoba,292.0
15-06-2020,Manitoba,292.0
14-06-2020,Manitoba,289.0
13-06-2020,Manitoba,289.0
12-06-2020,Manitoba,289.0
11-06-2020,Manitoba,286.0
10-06-2020,Manitoba,285.0
09-06-2020,Manitoba,285.0
08-06-2020,Manitoba,284.0
07-06-2020,Manitoba,284.0
06-06-2020,Manitoba,284.0
05-06-2020,Manitoba,284.0
04-06-2020,Manitoba,284.0
03-06-2020,Manitoba,282.0
02-06-2020,Manitoba,278.0
01-06-2020,Manitoba,278.0
31-05-2020,Manitoba,278.0
30-05-2020,Manitoba,278.0
29-05-2020,Manitoba,273.0
28-05-2020,Manitoba,273.0
27-05-2020,Manitoba,271.0
26-05-2020,Manitoba,269.0
25-05-2020,Manitoba,268.0
24-05-2020,Manitoba,268.0
23-05-2020,Manitoba,268.0
22-05-2020,Manitoba,267.0
21-05-2020,Manitoba,265.0
20-05-2020,Manitoba,260.0
19-05-2020,Manitoba,257.0
18-05-2020,Manitoba,257.0
17-05-2020,Manitoba,257.0
16-05-2020,Manitoba,257.0
15-05-2020,Manitoba,254.0
14-05-2020,Manitoba,252.0
13-05-2020,Manitoba,251.0
12-05-2020,Manitoba,251.0
11-05-2020,Manitoba,247.0
10-05-2020,Manitoba,247.0
09-05-2020,Manitoba,247.0
08-05-2020,Manitoba,247.0
07-05-2020,Manitoba,243.0
06-05-2020,Manitoba,242.0
05-05-2020,Manitoba,238.0
04-05-2020,Manitoba,238.0
03-05-2020,Manitoba,237.0
02-05-2020,Manitoba,236.0
01-05-2020,Manitoba,235.0
30-04-2020,Manitoba,220.0
29-04-2020,Manitoba,213.0
28-04-2020,Manitoba,209.0
27-04-2020,Manitoba,205.0
26-04-2020,Manitoba,199.0
25-04-2020,Manitoba,199.0
24-04-2020,Manitoba,196.0
23-04-2020,Manitoba,174.0
22-04-2020,Manitoba,154.0
21-04-2020,Manitoba,150.0
20-04-2020,Manitoba,144.0
19-04-2020,Manitoba,143.0
18-04-2020,Manitoba,140.0
17-04-2020,Manitoba,132.0
16-04-2020,Manitoba,121.0
15-04-2020,Manitoba,108.0
14-04-2020,Manitoba,99.0
13-04-2020,Manitoba,99.0
12-04-2020,Manitoba,96.0
11-04-2020,Manitoba,96.0
10-04-2020,Manitoba,92.0
09-04-2020,Manitoba,76.0
08-04-2020,Manitoba,69.0
07-04-2020,Manitoba,21.0
06-04-2020,Manitoba,17.0
05-04-2020,Manitoba,17.0
04-04-2020,Manitoba,17.0
03-04-2020,Manitoba,11.0
02-04-2020,Manitoba,11.0
01-04-2020,Manitoba,4.0
31-03-2020,Manitoba,4.0
30-03-2020,Manitoba,2.0
29-03-2020,Manitoba,2.0
28-03-2020,Manitoba,0.0
27-03-2020,Manitoba,0.0
26-03-2020,Manitoba,0.0
25-03-2020,Manitoba,0.0
24-03-2020,Manitoba,0.0
23-03-2020,Manitoba,0.0
22-03-2020,Manitoba,0.0
21-03-2020,Manitoba,0.0
20-03-2020,Manitoba,0.0
19-03-2020,Manitoba,0.0
18-03-2020,Manitoba,0.0
17-03-2020,Manitoba,0.0
16-03-2020,Manitoba,0.0
15-03-2020,Manitoba,0.0
14-03-2020,Manitoba,0.0
13-03-2020,Manitoba,0.0
12-03-2020,Manitoba,0.0
11-03-2020,Manitoba,
10-03-2020,Manitoba,
09-03-2020,Manitoba,
08-03-2020,Manitoba,
07-03-2020,Manitoba,
06-03-2020,Manitoba,
05-03-2020,Manitoba,
04-03-2020,Manitoba,
03-03-2020,Manitoba,
02-03-2020,Manitoba,
01-03-2020,Manitoba,
29-02-2020,Manitoba,
28-02-2020,Manitoba,
27-02-2020,Manitoba,
26-02-2020,Manitoba,
25-02-2020,Manitoba,
24-02-2020,Manitoba,
23-02-2020,Manitoba,
22-02-2020,Manitoba,
21-02-2020,Manitoba,
20-02-2020,Manitoba,
19-02-2020,Manitoba,
18-02-2020,Manitoba,
17-02-2020,Manitoba,
16-02-2020,Manitoba,
15-02-2020,Manitoba,
14-02-2020,Manitoba,
13-02-2020,Manitoba,
12-02-2020,Manitoba,
22-01-2021,New Brunswick,742.0
21-01-2021,New Brunswick,719.0
20-01-2021,New Brunswick,694.0
19-01-2021,New Brunswick,674.0
18-01-2021,New Brunswick,656.0
17-01-2021,New Brunswick,642.0
16-01-2021,New Brunswick,631.0
15-01-2021,New Brunswick,615.0
14-01-2021,New Brunswick,600.0
13-01-2021,New Brunswick,593.0
12-01-2021,New Brunswick,586.0
11-01-2021,New Brunswick,586.0
10-01-2021,New Brunswick,585.0
09-01-2021,New Brunswick,584.0
08-01-2021,New Brunswick,582.0
07-01-2021,New Brunswick,577.0
06-01-2021,New Brunswick,573.0
05-01-2021,New Brunswick,572.0
04-01-2021,New Brunswick,570.0
03-01-2021,New Brunswick,567.0
02-01-2021,New Brunswick,567.0
01-01-2021,New Brunswick,567.0
31-12-2020,New Brunswick,561.0
30-12-2020,New Brunswick,560.0
29-12-2020,New Brunswick,555.0
28-12-2020,New Brunswick,551.0
27-12-2020,New Brunswick,549.0
26-12-2020,New Brunswick,543.0
25-12-2020,New Brunswick,536.0
24-12-2020,New Brunswick,534.0
23-12-2020,New Brunswick,530.0
22-12-2020,New Brunswick,525.0
21-12-2020,New Brunswick,521.0
20-12-2020,New Brunswick,520.0
19-12-2020,New Brunswick,520.0
18-12-2020,New Brunswick,512.0
17-12-2020,New Brunswick,509.0
16-12-2020,New Brunswick,507.0
15-12-2020,New Brunswick,503.0
14-12-2020,New Brunswick,490.0
13-12-2020,New Brunswick,484.0
12-12-2020,New Brunswick,475.0
11-12-2020,New Brunswick,468.0
10-12-2020,New Brunswick,464.0
09-12-2020,New Brunswick,461.0
08-12-2020,New Brunswick,452.0
07-12-2020,New Brunswick,448.0
06-12-2020,New Brunswick,445.0
05-12-2020,New Brunswick,425.0
04-12-2020,New Brunswick,410.0
03-12-2020,New Brunswick,402.0
02-12-2020,New Brunswick,388.0
01-12-2020,New Brunswick,385.0
30-11-2020,New Brunswick,374.0
29-11-2020,New Brunswick,369.0
28-11-2020,New Brunswick,363.0
27-11-2020,New Brunswick,356.0
26-11-2020,New Brunswick,353.0
25-11-2020,New Brunswick,352.0
24-11-2020,New Brunswick,350.0
23-11-2020,New Brunswick,349.0
22-11-2020,New Brunswick,347.0
21-11-2020,New Brunswick,347.0
20-11-2020,New Brunswick,344.0
19-11-2020,New Brunswick,343.0
18-11-2020,New Brunswick,342.0
17-11-2020,New Brunswick,341.0
16-11-2020,New Brunswick,341.0
15-11-2020,New Brunswick,339.0
14-11-2020,New Brunswick,339.0
13-11-2020,New Brunswick,338.0
12-11-2020,New Brunswick,337.0
11-11-2020,New Brunswick,333.0
10-11-2020,New Brunswick,332.0
09-11-2020,New Brunswick,328.0
08-11-2020,New Brunswick,324.0
07-11-2020,New Brunswick,321.0
06-11-2020,New Brunswick,320.0
05-11-2020,New Brunswick,315.0
04-11-2020,New Brunswick,313.0
03-11-2020,New Brunswick,309.0
02-11-2020,New Brunswick,305.0
01-11-2020,New Brunswick,303.0
31-10-2020,New Brunswick,299.0
30-10-2020,New Brunswick,297.0
29-10-2020,New Brunswick,294.0
28-10-2020,New Brunswick,284.0
27-10-2020,New Brunswick,273.0
26-10-2020,New Brunswick,265.0
25-10-2020,New Brunswick,257.0
24-10-2020,New Brunswick,250.0
23-10-2020,New Brunswick,245.0
22-10-2020,New Brunswick,237.0
21-10-2020,New Brunswick,223.0
20-10-2020,New Brunswick,215.0
19-10-2020,New Brunswick,207.0
18-10-2020,New Brunswick,203.0
17-10-2020,New Brunswick,203.0
16-10-2020,New Brunswick,203.0
15-10-2020,New Brunswick,201.0
14-10-2020,New Brunswick,200.0
13-10-2020,New Brunswick,200.0
12-10-2020,New Brunswick,200.0
11-10-2020,New Brunswick,199.0
10-10-2020,New Brunswick,199.0
09-10-2020,New Brunswick,199.0
08-10-2020,New Brunswick,199.0
07-10-2020,New Brunswick,198.0
06-10-2020,New Brunswick,198.0
05-10-2020,New Brunswick,196.0
04-10-2020,New Brunswick,196.0
03-10-2020,New Brunswick,193.0
02-10-2020,New Brunswick,193.0
01-10-2020,New Brunswick,192.0
30-09-2020,New Brunswick,192.0
29-09-2020,New Brunswick,192.0
28-09-2020,New Brunswick,191.0
27-09-2020,New Brunswick,191.0
26-09-2020,New Brunswick,191.0
25-09-2020,New Brunswick,191.0
24-09-2020,New Brunswick,191.0
23-09-2020,New Brunswick,191.0
22-09-2020,New Brunswick,191.0
21-09-2020,New Brunswick,191.0
20-09-2020,New Brunswick,191.0
19-09-2020,New Brunswick,191.0
18-09-2020,New Brunswick,191.0
17-09-2020,New Brunswick,190.0
16-09-2020,New Brunswick,189.0
15-09-2020,New Brunswick,189.0
14-09-2020,New Brunswick,189.0
13-09-2020,New Brunswick,189.0
12-09-2020,New Brunswick,189.0
11-09-2020,New Brunswick,189.0
10-09-2020,New Brunswick,188.0
09-09-2020,New Brunswick,188.0
08-09-2020,New Brunswick,188.0
07-09-2020,New Brunswick,187.0
06-09-2020,New Brunswick,187.0
05-09-2020,New Brunswick,186.0
04-09-2020,New Brunswick,186.0
03-09-2020,New Brunswick,186.0
02-09-2020,New Brunswick,186.0
01-09-2020,New Brunswick,186.0
31-08-2020,New Brunswick,185.0
30-08-2020,New Brunswick,185.0
29-08-2020,New Brunswick,183.0
28-08-2020,New Brunswick,182.0
27-08-2020,New Brunswick,181.0
26-08-2020,New Brunswick,180.0
25-08-2020,New Brunswick,178.0
24-08-2020,New Brunswick,178.0
23-08-2020,New Brunswick,178.0
22-08-2020,New Brunswick,178.0
21-08-2020,New Brunswick,178.0
20-08-2020,New Brunswick,178.0
19-08-2020,New Brunswick,172.0
18-08-2020,New Brunswick,171.0
17-08-2020,New Brunswick,169.0
16-08-2020,New Brunswick,169.0
15-08-2020,New Brunswick,169.0
14-08-2020,New Brunswick,169.0
13-08-2020,New Brunswick,169.0
12-08-2020,New Brunswick,168.0
11-08-2020,New Brunswick,168.0
10-08-2020,New Brunswick,168.0
09-08-2020,New Brunswick,168.0
08-08-2020,New Brunswick,168.0
07-08-2020,New Brunswick,168.0
06-08-2020,New Brunswick,168.0
05-08-2020,New Brunswick,168.0
04-08-2020,New Brunswick,168.0
03-08-2020,New Brunswick,168.0
02-08-2020,New Brunswick,166.0
01-08-2020,New Brunswick,166.0
31-07-2020,New Brunswick,166.0
30-07-2020,New Brunswick,166.0
29-07-2020,New Brunswick,165.0
28-07-2020,New Brunswick,165.0
27-07-2020,New Brunswick,165.0
26-07-2020,New Brunswick,165.0
25-07-2020,New Brunswick,165.0
24-07-2020,New Brunswick,165.0
23-07-2020,New Brunswick,165.0
22-07-2020,New Brunswick,165.0
21-07-2020,New Brunswick,163.0
20-07-2020,New Brunswick,163.0
19-07-2020,New Brunswick,163.0
18-07-2020,New Brunswick,163.0
17-07-2020,New Brunswick,163.0
16-07-2020,New Brunswick,163.0
15-07-2020,New Brunswick,163.0
14-07-2020,New Brunswick,163.0
13-07-2020,New Brunswick,163.0
12-07-2020,New Brunswick,163.0
11-07-2020,New Brunswick,163.0
10-07-2020,New Brunswick,163.0
09-07-2020,New Brunswick,163.0
08-07-2020,New Brunswick,162.0
07-07-2020,New Brunswick,162.0
06-07-2020,New Brunswick,162.0
05-07-2020,New Brunswick,162.0
04-07-2020,New Brunswick,162.0
03-07-2020,New Brunswick,161.0
02-07-2020,New Brunswick,160.0
01-07-2020,New Brunswick,160.0
30-06-2020,New Brunswick,159.0
29-06-2020,New Brunswick,158.0
28-06-2020,New Brunswick,158.0
27-06-2020,New Brunswick,154.0
26-06-2020,New Brunswick,150.0
25-06-2020,New Brunswick,149.0
24-06-2020,New Brunswick,147.0
23-06-2020,New Brunswick,143.0
22-06-2020,New Brunswick,135.0
21-06-2020,New Brunswick,135.0
20-06-2020,New Brunswick,135.0
19-06-2020,New Brunswick,135.0
18-06-2020,New Brunswick,135.0
17-06-2020,New Brunswick,133.0
16-06-2020,New Brunswick,131.0
15-06-2020,New Brunswick,129.0
14-06-2020,New Brunswick,129.0
13-06-2020,New Brunswick,126.0
12-06-2020,New Brunswick,125.0
11-06-2020,New Brunswick,123.0
10-06-2020,New Brunswick,121.0
09-06-2020,New Brunswick,121.0
08-06-2020,New Brunswick,121.0
07-06-2020,New Brunswick,121.0
06-06-2020,New Brunswick,121.0
05-06-2020,New Brunswick,121.0
04-06-2020,New Brunswick,120.0
03-06-2020,New Brunswick,120.0
02-06-2020,New Brunswick,120.0
01-06-2020,New Brunswick,120.0
31-05-2020,New Brunswick,120.0
30-05-2020,New Brunswick,120.0
29-05-2020,New Brunswick,120.0
28-05-2020,New Brunswick,120.0
27-05-2020,New Brunswick,120.0
26-05-2020,New Brunswick,120.0
25-05-2020,New Brunswick,120.0
24-05-2020,New Brunswick,120.0
23-05-2020,New Brunswick,120.0
22-05-2020,New Brunswick,120.0
21-05-2020,New Brunswick,120.0
20-05-2020,New Brunswick,120.0
19-05-2020,New Brunswick,120.0
18-05-2020,New Brunswick,120.0
17-05-2020,New Brunswick,120.0
16-05-2020,New Brunswick,120.0
15-05-2020,New Brunswick,119.0
14-05-2020,New Brunswick,118.0
13-05-2020,New Brunswick,118.0
12-05-2020,New Brunswick,118.0
11-05-2020,New Brunswick,118.0
10-05-2020,New Brunswick,118.0
09-05-2020,New Brunswick,118.0
08-05-2020,New Brunswick,118.0
07-05-2020,New Brunswick,118.0
06-05-2020,New Brunswick,118.0
05-05-2020,New Brunswick,118.0
04-05-2020,New Brunswick,118.0
03-05-2020,New Brunswick,118.0
02-05-2020,New Brunswick,118.0
01-05-2020,New Brunswick,116.0
30-04-2020,New Brunswick,114.0
29-04-2020,New Brunswick,114.0
28-04-2020,New Brunswick,114.0
27-04-2020,New Brunswick,112.0
26-04-2020,New Brunswick,111.0
25-04-2020,New Brunswick,107.0
24-04-2020,New Brunswick,107.0
23-04-2020,New Brunswick,104.0
22-04-2020,New Brunswick,104.0
21-04-2020,New Brunswick,102.0
20-04-2020,New Brunswick,98.0
19-04-2020,New Brunswick,92.0
18-04-2020,New Brunswick,87.0
17-04-2020,New Brunswick,83.0
16-04-2020,New Brunswick,80.0
15-04-2020,New Brunswick,77.0
14-04-2020,New Brunswick,75.0
13-04-2020,New Brunswick,74.0
12-04-2020,New Brunswick,70.0
11-04-2020,New Brunswick,70.0
10-04-2020,New Brunswick,60.0
09-04-2020,New Brunswick,53.0
08-04-2020,New Brunswick,50.0
07-04-2020,New Brunswick,39.0
06-04-2020,New Brunswick,30.0
05-04-2020,New Brunswick,28.0
04-04-2020,New Brunswick,28.0
03-04-2020,New Brunswick,25.0
02-04-2020,New Brunswick,22.0
01-04-2020,New Brunswick,14.0
31-03-2020,New Brunswick,9.0
30-03-2020,New Brunswick,2.0
29-03-2020,New Brunswick,2.0
28-03-2020,New Brunswick,2.0
27-03-2020,New Brunswick,1.0
26-03-2020,New Brunswick,0.0
25-03-2020,New Brunswick,0.0
24-03-2020,New Brunswick,0.0
23-03-2020,New Brunswick,0.0
22-03-2020,New Brunswick,0.0
21-03-2020,New Brunswick,0.0
20-03-2020,New Brunswick,0.0
19-03-2020,New Brunswick,0.0
18-03-2020,New Brunswick,0.0
17-03-2020,New Brunswick,0.0
16-03-2020,New Brunswick,0.0
15-03-2020,New Brunswick,0.0
14-03-2020,New Brunswick,0.0
13-03-2020,New Brunswick,0.0
12-03-2020,New Brunswick,0.0
11-03-2020,New Brunswick,
10-03-2020,New Brunswick,
09-03-2020,New Brunswick,
08-03-2020,New Brunswick,
07-03-2020,New Brunswick,
06-03-2020,New Brunswick,
05-03-2020,New Brunswick,
04-03-2020,New Brunswick,
03-03-2020,New Brunswick,
02-03-2020,New Brunswick,
01-03-2020,New Brunswick,
29-02-2020,New Brunswick,
28-02-2020,New Brunswick,
27-02-2020,New Brunswick,
26-02-2020,New Brunswick,
25-02-2020,New Brunswick,
24-02-2020,New Brunswick,
23-02-2020,New Brunswick,
22-02-2020,New Brunswick,
21-02-2020,New Brunswick,
20-02-2020,New Brunswick,
19-02-2020,New Brunswick,
18-02-2020,New Brunswick,
17-02-2020,New Brunswick,
16-02-2020,New Brunswick,
15-02-2020,New Brunswick,
14-02-2020,New Brunswick,
13-02-2020,New Brunswick,
12-02-2020,New Brunswick,
22-01-2021,NL,384.0
21-01-2021,NL,384.0
20-01-2021,NL,384.0
19-01-2021,NL,384.0
18-01-2021,NL,383.0
17-01-2021,NL,383.0
16-01-2021,NL,383.0
15-01-2021,NL,383.0
14-01-2021,NL,383.0
13-01-2021,NL,383.0
12-01-2021,NL,382.0
11-01-2021,NL,381.0
10-01-2021,NL,381.0
09-01-2021,NL,381.0
08-01-2021,NL,376.0
07-01-2021,NL,376.0
06-01-2021,NL,376.0
05-01-2021,NL,374.0
04-01-2021,NL,374.0
03-01-2021,NL,374.0
02-01-2021,NL,372.0
01-01-2021,NL,366.0
31-12-2020,NL,366.0
30-12-2020,NL,365.0
29-12-2020,NL,364.0
28-12-2020,NL,363.0
27-12-2020,NL,359.0
26-12-2020,NL,356.0
25-12-2020,NL,356.0
24-12-2020,NL,356.0
23-12-2020,NL,354.0
22-12-2020,NL,347.0
21-12-2020,NL,347.0
20-12-2020,NL,344.0
19-12-2020,NL,342.0
18-12-2020,NL,341.0
17-12-2020,NL,339.0
16-12-2020,NL,337.0
15-12-2020,NL,335.0
14-12-2020,NL,332.0
13-12-2020,NL,332.0
12-12-2020,NL,331.0
11-12-2020,NL,331.0
10-12-2020,NL,330.0
09-12-2020,NL,329.0
08-12-2020,NL,320.0
07-12-2020,NL,319.0
06-12-2020,NL,317.0
05-12-2020,NL,317.0
04-12-2020,NL,312.0
03-12-2020,NL,307.0
02-12-2020,NL,306.0
01-12-2020,NL,302.0
30-11-2020,NL,298.0
29-11-2020,NL,297.0
28-11-2020,NL,297.0
27-11-2020,NL,296.0
26-11-2020,NL,295.0
25-11-2020,NL,295.0
24-11-2020,NL,295.0
23-11-2020,NL,294.0
22-11-2020,NL,294.0
21-11-2020,NL,294.0
20-11-2020,NL,294.0
19-11-2020,NL,294.0
18-11-2020,NL,294.0
17-11-2020,NL,292.0
16-11-2020,NL,289.0
15-11-2020,NL,289.0
14-11-2020,NL,289.0
13-11-2020,NL,289.0
12-11-2020,NL,287.0
11-11-2020,NL,287.0
10-11-2020,NL,286.0
09-11-2020,NL,286.0
08-11-2020,NL,286.0
07-11-2020,NL,286.0
06-11-2020,NL,285.0
05-11-2020,NL,285.0
04-11-2020,NL,285.0
03-11-2020,NL,284.0
02-11-2020,NL,284.0
01-11-2020,NL,284.0
31-10-2020,NL,284.0
30-10-2020,NL,284.0
29-10-2020,NL,283.0
28-10-2020,NL,283.0
27-10-2020,NL,283.0
26-10-2020,NL,282.0
25-10-2020,NL,275.0
24-10-2020,NL,275.0
23-10-2020,NL,275.0
22-10-2020,NL,275.0
21-10-2020,NL,274.0
20-10-2020,NL,272.0
19-10-2020,NL,272.0
18-10-2020,NL,272.0
17-10-2020,NL,272.0
16-10-2020,NL,271.0
15-10-2020,NL,271.0
14-10-2020,NL,271.0
13-10-2020,NL,271.0
12-10-2020,NL,270.0
11-10-2020,NL,269.0
10-10-2020,NL,269.0
09-10-2020,NL,269.0
08-10-2020,NL,269.0
07-10-2020,NL,269.0
06-10-2020,NL,269.0
05-10-2020,NL,269.0
04-10-2020,NL,269.0
03-10-2020,NL,269.0
02-10-2020,NL,269.0
01-10-2020,NL,269.0
30-09-2020,NL,269.0
29-09-2020,NL,268.0
28-09-2020,NL,268.0
27-09-2020,NL,268.0
26-09-2020,NL,268.0
25-09-2020,NL,268.0
24-09-2020,NL,268.0
23-09-2020,NL,268.0
22-09-2020,NL,268.0
21-09-2020,NL,268.0
20-09-2020,NL,268.0
19-09-2020,NL,267.0
18-09-2020,NL,267.0
17-09-2020,NL,267.0
16-09-2020,NL,267.0
15-09-2020,NL,266.0
14-09-2020,NL,266.0
13-09-2020,NL,266.0
12-09-2020,NL,266.0
11-09-2020,NL,266.0
10-09-2020,NL,266.0
09-09-2020,NL,266.0
08-09-2020,NL,265.0
07-09-2020,NL,265.0
06-09-2020,NL,265.0
05-09-2020,NL,265.0
04-09-2020,NL,265.0
03-09-2020,NL,265.0
02-09-2020,NL,265.0
01-09-2020,NL,265.0
31-08-2020,NL,265.0
30-08-2020,NL,265.0
29-08-2020,NL,265.0
28-08-2020,NL,265.0
27-08-2020,NL,265.0
26-08-2020,NL,265.0
25-08-2020,NL,265.0
24-08-2020,NL,265.0
23-08-2020,NL,265.0
22-08-2020,NL,265.0
21-08-2020,NL,265.0
20-08-2020,NL,263.0
19-08-2020,NL,263.0
18-08-2020,NL,263.0
17-08-2020,NL,263.0
16-08-2020,NL,263.0
15-08-2020,NL,263.0
14-08-2020,NL,263.0
13-08-2020,NL,263.0
12-08-2020,NL,263.0
11-08-2020,NL,263.0
10-08-2020,NL,263.0
09-08-2020,NL,263.0
08-08-2020,NL,263.0
07-08-2020,NL,263.0
06-08-2020,NL,263.0
05-08-2020,NL,263.0
04-08-2020,NL,260.0
03-08-2020,NL,259.0
02-08-2020,NL,259.0
01-08-2020,NL,259.0
31-07-2020,NL,259.0
30-07-2020,NL,259.0
29-07-2020,NL,259.0
28-07-2020,NL,259.0
27-07-2020,NL,259.0
26-07-2020,NL,259.0
25-07-2020,NL,259.0
24-07-2020,NL,259.0
23-07-2020,NL,259.0
22-07-2020,NL,259.0
21-07-2020,NL,259.0
20-07-2020,NL,259.0
19-07-2020,NL,259.0
18-07-2020,NL,259.0
17-07-2020,NL,259.0
16-07-2020,NL,258.0
15-07-2020,NL,258.0
14-07-2020,NL,258.0
13-07-2020,NL,258.0
12-07-2020,NL,258.0
11-07-2020,NL,258.0
10-07-2020,NL,258.0
09-07-2020,NL,258.0
08-07-2020,NL,258.0
07-07-2020,NL,258.0
06-07-2020,NL,258.0
05-07-2020,NL,258.0
04-07-2020,NL,258.0
03-07-2020,NL,258.0
02-07-2020,NL,258.0
01-07-2020,NL,258.0
30-06-2020,NL,258.0
29-06-2020,NL,258.0
28-06-2020,NL,258.0
27-06-2020,NL,258.0
26-06-2020,NL,258.0
25-06-2020,NL,258.0
24-06-2020,NL,258.0
23-06-2020,NL,258.0
22-06-2020,NL,258.0
21-06-2020,NL,258.0
20-06-2020,NL,258.0
19-06-2020,NL,258.0
18-06-2020,NL,258.0
17-06-2020,NL,257.0
16-06-2020,NL,257.0
15-06-2020,NL,257.0
14-06-2020,NL,256.0
13-06-2020,NL,256.0
12-06-2020,NL,256.0
11-06-2020,NL,256.0
10-06-2020,NL,256.0
09-06-2020,NL,256.0
08-06-2020,NL,256.0
07-06-2020,NL,256.0
06-06-2020,NL,256.0
05-06-2020,NL,256.0
04-06-2020,NL,256.0
03-06-2020,NL,256.0
02-06-2020,NL,256.0
01-06-2020,NL,255.0
31-05-2020,NL,255.0
30-05-2020,NL,255.0
29-05-2020,NL,255.0
28-05-2020,NL,255.0
27-05-2020,NL,255.0
26-05-2020,NL,255.0
25-05-2020,NL,254.0
24-05-2020,NL,254.0
23-05-2020,NL,254.0
22-05-2020,NL,253.0
21-05-2020,NL,253.0
20-05-2020,NL,253.0
19-05-2020,NL,250.0
18-05-2020,NL,249.0
17-05-2020,NL,249.0
16-05-2020,NL,249.0
15-05-2020,NL,248.0
14-05-2020,NL,248.0
13-05-2020,NL,247.0
12-05-2020,NL,247.0
11-05-2020,NL,244.0
10-05-2020,NL,244.0
09-05-2020,NL,244.0
08-05-2020,NL,244.0
07-05-2020,NL,244.0
06-05-2020,NL,244.0
05-05-2020,NL,241.0
04-05-2020,NL,233.0
03-05-2020,NL,232.0
02-05-2020,NL,231.0
01-05-2020,NL,230.0
30-04-2020,NL,225.0
29-04-2020,NL,225.0
28-04-2020,NL,222.0
27-04-2020,NL,221.0
26-04-2020,NL,219.0
25-04-2020,NL,208.0
24-04-2020,NL,207.0
23-04-2020,NL,205.0
22-04-2020,NL,199.0
21-04-2020,NL,194.0
20-04-2020,NL,191.0
19-04-2020,NL,191.0
18-04-2020,NL,189.0
17-04-2020,NL,176.0
16-04-2020,NL,170.0
15-04-2020,NL,159.0
14-04-2020,NL,149.0
13-04-2020,NL,133.0
12-04-2020,NL,129.0
11-04-2020,NL,120.0
10-04-2020,NL,103.0
09-04-2020,NL,96.0
08-04-2020,NL,74.0
07-04-2020,NL,49.0
06-04-2020,NL,32.0
05-04-2020,NL,28.0
04-04-2020,NL,18.0
03-04-2020,NL,11.0
02-04-2020,NL,10.0
01-04-2020,NL,10.0
31-03-2020,NL,7.0
30-03-2020,NL,7.0
29-03-2020,NL,4.0
28-03-2020,NL,4.0
27-03-2020,NL,1.0
26-03-2020,NL,0.0
25-03-2020,NL,0.0
24-03-2020,NL,0.0
23-03-2020,NL,0.0
22-03-2020,NL,0.0
21-03-2020,NL,0.0
20-03-2020,NL,0.0
19-03-2020,NL,0.0
18-03-2020,NL,0.0
17-03-2020,NL,0.0
16-03-2020,NL,0.0
15-03-2020,NL,0.0
14-03-2020,NL,0.0
13-03-2020,NL,
12-03-2020,NL,
11-03-2020,NL,
10-03-2020,NL,
09-03-2020,NL,
08-03-2020,NL,
07-03-2020,NL,
06-03-2020,NL,
05-03-2020,NL,
04-03-2020,NL,
03-03-2020,NL,
02-03-2020,NL,
01-03-2020,NL,
29-02-2020,NL,
28-02-2020,NL,
27-02-2020,NL,
26-02-2020,NL,
25-02-2020,NL,
24-02-2020,NL,
23-02-2020,NL,
22-02-2020,NL,
21-02-2020,NL,
20-02-2020,NL,
19-02-2020,NL,
18-02-2020,NL,
17-02-2020,NL,
16-02-2020,NL,
15-02-2020,NL,
14-02-2020,NL,
13-02-2020,NL,
12-02-2020,NL,
22-01-2021,Nova Scotia,1483.0
21-01-2021,Nova Scotia,1479.0
20-01-2021,Nova Scotia,1476.0
19-01-2021,Nova Scotia,1474.0
18-01-2021,Nova Scotia,1467.0
17-01-2021,Nova Scotia,1464.0
16-01-2021,Nova Scotia,1459.0
15-01-2021,Nova Scotia,1453.0
